Bernd Leno 1,"92'58""",,,8,-,1,-,-,5,1,8,1,4,-,3,-,2,5,26,26,3,3,31,34,91%
Jonathan Tah 4,"92'58""",,5,,1,2,1,3,2,2,12,11,5,1,3,1,7,9,38,44,4,9,49,62,79%
Javier Hernández 7,"45'02""",,-,-,,2,1,1,2,-,1,2,3,-,-,-,1,2,5,8,6,7,12,17,71%
Lars Bender 8,"50'10""",,2,6,-,,4,2,9,3,9,6,8,1,3,-,6,7,37,41,10,12,53,60,88%
Hakan Çalhano?lu 10,"45'02""",,-,-,1,4,,2,2,4,-,3,5,-,-,-,1,2,11,14,9,11,21,27,78%
Admir Mehmedi 14,"92'58""",,-,-,4,2,4,,4,7,-,5,4,-,2,1,2,4,17,23,14,18,33,45,73%
Wendell 18,"92'58""",,1,1,4,5,4,4,,6,13,2,21,2,5,-,2,5,42,45,24,30,68,80,85%
Julian Brandt 19,"92'58""",,-,1,1,3,2,4,4,,-,4,9,2,2,3,4,5,15,21,16,25,35,51,69%
"Ömer Toprak 21","92'58""",,4,8,-,6,1,1,14,2,,1,22,-,5,1,4,6,48,49,13,16,65,71,92%
Benjamin Henrichs 39,"92'58""",,3,5,2,4,4,7,-,6,1,,5,1,4,2,2,3,22,28,20,25,44,56,79%
Kevin Kampl 44,"92'58""",,2,4,1,14,11,9,20,14,11,7,,1,7,2,11,14,73,78,19,24,103,116,89%
Joel Pohjanpalo 17,"47'56""",,-,-,-,-,-,1,-,1,-,-,2,,-,-,0,0,2,3,2,3,4,6,67%
Charles Aránguiz 20,"47'56""",,2,4,-,-,-,2,7,1,2,8,12,2,,1,4,4,27,30,10,11,41,45,91%
Kevin Volland 31,"42'48""",,-,1,-,-,-,-,-,1,1,-,1,1,2,,1,1,2,3,4,5,7,9,78%
Total passes received:,,,19,38,14,43,32,36,69,48,58,50,101,11,36,11,47,67,365,413,154,199,566,679,83%
