Kevin Trapp 1,"94'15""",,,7,7,2,1,-,4,-,2,-,2,5,-,1,12,15,18,18,1,1,31,34,91%
Presnel Kimpembe 3,"94'15""",,7,,4,5,-,1,-,3,5,-,11,-,-,-,3,5,21,21,12,15,36,41,88%
Marquinhos 5,"94'15""",,8,4,,5,-,1,3,1,1,2,2,-,-,-,2,4,18,20,7,7,27,31,87%
Marco Verratti 6,"69'07""",,-,-,3,,3,10,7,7,2,6,8,1,-,-,5,6,30,33,12,12,47,51,92%
Edinson Cavani 9,"94'15""",,-,-,-,2,,1,1,2,-,1,1,1,1,1,0,0,6,7,5,5,11,12,92%
"Ángel Di María 11","60'45""",,-,-,1,3,3,,5,3,1,2,-,-,-,-,5,7,9,10,4,5,18,22,82%
Thomas Meunier 12,"94'15""",,4,1,6,7,2,4,,1,1,2,2,6,-,1,6,8,16,18,15,16,37,42,88%
Blaise Matuidi 14,"94'15""",,1,7,-,4,1,1,1,,13,10,4,-,-,-,0,0,25,26,17,18,42,44,95%
Layvin Kurzawa 20,"94'15""",,-,12,-,3,-,1,-,7,,7,4,-,-,-,1,3,23,26,10,11,34,40,85%
Julian Draxler 23,"86'02""",,-,-,2,8,1,2,-,3,3,,5,1,-,-,1,1,15,17,9,10,25,28,89%
Adrien Rabiot 25,"94'15""",,2,4,3,6,2,2,5,11,9,3,,2,-,2,3,5,34,35,14,16,51,56,91%
Lucas 7,"33'30""",,-,-,-,1,2,-,3,-,-,-,1,,3,1,1,1,7,9,3,5,11,15,73%
Javier Pastore 10,"8'13""",,-,-,-,-,-,-,-,-,1,-,-,-,,1,0,0,1,1,1,2,2,3,67%
hristopher Nkunku 24,"25'08""",,1,-,-,-,-,-,2,2,-,-,-,-,1,,0,0,2,2,4,5,6,7,86%
Total passes received:,,,23,35,26,46,15,23,31,40,38,33,40,16,5,7,39,55,225,243,114,128,378,426,89%
