Roman Bürki 38,"93'10""",,,1,1,2,-,-,5,4,2,7,-,1,-,3,5,11,19,19,2,2,26,32,81%
Nuri ?ahin 8,"46'05""",,-,,5,7,-,3,10,2,8,6,1,-,-,-,1,3,35,39,6,7,42,49,86%
Marco Reus 11,"93'10""",,1,3,,2,-,10,-,2,3,-,-,3,-,4,1,1,13,15,14,19,28,35,80%
phaël Guerreiro 13,"72'58""",,-,9,9,,-,4,1,1,7,2,-,2,-,3,1,4,23,30,14,17,38,51,75%
erick Aubameyang 17,"93'10""",,-,3,2,-,,2,-,1,-,1,3,1,-,-,1,1,8,9,4,5,13,15,87%
Shinji Kagawa 23,"93'10""",,-,2,9,5,2,,4,7,1,5,1,6,-,7,3,3,25,26,21,24,49,53,92%
apastathopoulos 25,"93'10""",,6,8,-,-,1,2,,26,20,9,1,5,2,-,18,21,55,59,7,7,80,87,92%
ukasz Piszczek 26,"93'10""",,1,3,2,-,3,5,14,,1,12,1,12,7,-,3,3,42,49,16,22,61,74,82%
Matthias Ginter 28,"93'10""",,2,3,-,16,-,4,21,3,,11,-,2,-,8,1,3,55,59,14,15,70,77,91%
Julian Weigl 33,"93'10""",,-,6,-,7,1,7,13,9,17,,1,9,2,8,7,9,64,65,9,10,80,84,95%
Erik Durm 37,"26'04""",,-,1,1,-,-,1,-,3,-,-,,-,-,-,0,0,5,6,1,4,6,10,60%
smane Dembélé 7,"67'06""",,-,1,5,5,-,3,-,7,-,-,-,,1,3,6,6,19,27,0,3,25,36,69%
hristian Puliši? 22,"20'12""",,-,-,-,-,-,3,-,2,-,1,-,4,,-,1,1,7,8,2,4,10,13,77%
rcel Schmelzer 29,"47'05""",,1,-,8,2,2,9,2,-,6,9,-,2,-,,3,3,24,26,14,16,41,45,91%
Total passes received:,,,11,40,42,46,9,53,70,67,65,63,8,47,12,36,51,69,394,437,124,155,569,661,86%
