Thomas Kaminski 13,"94'10""",,,1,2,-,7,3,1,-,2,-,-,-,6,8,9,9,1,1,16,18,89%
Fabrice N'Sakala 2,"94'10""",,-,,10,5,5,4,-,6,2,3,4,-,5,7,24,35,10,15,39,57,68%
Matías Suárez 9,"94'10""",,-,2,,4,4,1,3,7,2,1,6,2,1,3,23,27,8,13,32,43,74%
Dennis Praet 10,"74'56""",,-,3,4,,1,2,8,1,1,2,4,-,1,5,16,24,9,13,26,42,62%
Bram Nuytinck 14,"94'10""",,4,19,7,1,,9,-,5,2,7,2,-,4,8,46,49,6,10,56,67,84%
Cheikhou Kouyaté 16,"94'10""",,3,3,-,1,19,,3,4,12,4,-,-,6,8,40,43,3,5,49,56,88%
Massimo Bruno 17,"94'10""",,1,-,3,2,-,3,,1,3,1,3,1,0,1,12,26,6,15,18,42,43%
Sacha Kljestan 19,"94'10""",,-,4,10,4,5,2,5,,3,6,1,-,0,0,25,33,15,18,40,51,78%
Guillaume Gillet 30,"94'10""",,1,-,2,4,5,8,12,7,,6,7,-,4,6,36,43,12,16,52,65,80%
Youri Tielemans 31,"94'10""",,-,2,3,7,6,3,4,5,4,,1,-,3,9,22,27,10,16,35,52,67%
Aleksandar Mitrovi? 45,"94'10""",,-,1,2,5,-,-,1,1,-,-,,1,1,4,6,17,4,9,11,30,37%
Frank Acheampong 18,"19'14""",,-,1,2,-,-,1,-,2,-,-,-,,0,0,5,7,1,3,6,10,60%
Total passes received:,,,9,36,45,33,52,36,37,39,31,30,28,4,31,59,264,340,85,134,380,533,71%
