Johan Wiland 1,"92'31""",,,-,-,-,4,7,1,3,-,-,1,-,-,7,20,8,8,1,2,16,30,53%
nton Tinnerholm 3,"92'31""",,-,,-,-,4,-,-,-,-,-,1,-,8,0,2,11,14,2,5,13,21,62%
Oscar Lewicki 6,"92'31""",,-,5,,2,-,-,-,4,1,-,10,-,1,3,3,13,16,7,8,23,27,85%
Enoch Kofi Adu 8,"84'19""",,-,5,4,,3,10,2,1,-,-,6,-,1,4,4,19,23,9,10,32,37,86%
arkus Rosenberg 9,"92'31""",,-,3,-,1,,1,-,-,1,-,3,-,3,0,1,5,11,7,11,12,23,52%
Yoshimar Yotún 13,"92'31""",,-,-,-,9,5,,-,-,5,1,5,-,2,6,8,13,17,8,11,27,36,75%
smus Bengtsson 17,"92'31""",,-,2,-,-,1,2,,3,-,-,-,-,-,2,3,4,4,2,2,8,9,89%
Kári Árnason 21,"92'31""",,3,1,3,-,1,-,1,,1,-,1,-,-,1,5,7,9,3,3,11,17,65%
Jo Inge Berget 23,"92'31""",,-,-,1,4,4,2,-,-,,-,6,-,-,0,0,12,13,5,8,17,21,81%
Felipe Carvalho 25,"45'04""",,1,-,-,1,-,1,-,-,1,,2,-,-,2,4,3,3,1,1,6,8,75%
Nikola Djurdji? 28,"92'31""",,-,1,3,4,2,9,1,-,4,-,,-,-,1,1,15,20,8,12,24,33,73%
Erdal Rakip 5,"8'12""",,-,-,-,-,-,1,-,-,-,-,2,,-,0,0,2,2,1,1,3,3,100%
Vladimir Rodi? 20,"47'28""",,-,1,4,1,4,-,-,-,-,-,1,-,,2,4,4,6,5,5,11,15,73%
Total passes received:,,,4,18,15,22,28,33,5,11,13,1,38,0,15,28,55,116,146,59,79,203,280,72%
