Jan Oblak 13,"92'03""",,,5,6,-,-,-,-,-,1,5,-,-,-,2,6,13,13,2,2,17,21,81%
Diego Godín 2,"92'03""",,4,,20,5,5,7,2,-,5,4,1,1,1,9,12,33,37,13,13,55,62,89%
Filipe Luís 3,"92'03""",,-,3,,13,4,8,-,8,10,3,1,4,1,3,10,27,32,25,30,55,72,76%
Koke 6,"92'03""",,-,4,11,,15,4,5,9,22,2,9,4,1,5,6,48,53,33,42,86,101,85%
Antoine Griezmann 7,"92'03""",,-,-,6,14,,1,2,4,6,-,5,1,2,2,3,20,23,19,25,41,51,80%
Saúl Ñíguez 8,"92'03""",,-,7,14,11,4,,2,2,8,1,2,1,-,5,6,26,31,21,22,52,59,88%
Fernando Torres 9,"74'12""",,-,-,-,3,2,-,,-,1,-,-,-,-,0,0,2,4,4,5,6,9,67%
Yannick Carrasco 10,"64'33""",,-,-,2,6,3,2,2,,6,-,3,-,-,1,2,10,11,13,16,24,29,83%
Gabi 14,"92'03""",,1,5,8,29,10,12,1,3,,10,14,5,4,11,13,59,67,32,34,102,114,89%
Stefan Savi? 15,"92'03""",,2,17,1,3,1,5,-,-,3,,6,1,-,5,7,34,34,0,0,39,41,95%
Juanfran 20,"92'03""",,1,1,1,3,3,2,-,7,17,6,,1,3,3,4,24,25,18,23,45,52,87%
"Ángel Correa 11","27'30""",,-,1,1,2,2,-,1,-,1,-,6,,2,1,1,10,11,5,7,16,19,84%
Thomas 22,"17'51""",,-,1,1,-,-,1,-,-,8,-,1,3,,0,0,6,6,9,9,15,15,100
Total passes received:,,,8,44,71,89,49,42,15,33,88,31,48,21,14,47,70,312,347,194,228,553,645,86%
