lphonse Aréola 16,"94'34""",,,5,2,2,-,3,1,-,1,1,3,-,-,7,14,10,10,1,1,18,25,72%
Thiago Silva 2,"94'34""",,4,,9,13,10,-,12,2,2,6,4,1,-,4,5,47,47,12,12,63,64,98%
orz Krychowiak 4,"67'32""",,1,5,,13,17,4,6,-,3,2,4,-,-,1,2,36,37,18,18,55,57,96%
Marquinhos 5,"94'34""",,3,16,8,,15,4,3,1,14,1,1,2,-,8,11,43,44,17,17,68,72,94%
Marco Verratti 6,"94'34""",,1,8,10,7,,12,35,2,14,3,2,3,2,6,9,56,61,37,39,99,109,91%
Lucas 7,"89'29""",,-,-,2,1,7,,6,2,9,-,2,2,-,1,3,14,18,16,18,31,39,79%
Thiago Motta 8,"94'34""",,1,5,7,1,28,10,,1,5,4,14,8,-,6,11,50,53,28,30,84,94,89%
Edinson Cavani 9,"94'34""",,-,-,-,1,4,-,2,,-,1,3,1,-,1,1,5,6,6,7,12,14,86%
homas Meunier 12,"94'34""",,2,1,1,15,9,6,2,1,,1,-,3,-,1,4,29,35,11,15,41,54,76%
Blaise Matuidi 14,"94'34""",,-,3,1,-,5,-,5,3,-,,8,-,-,0,0,17,17,8,9,25,26,96%
Maxwell 17,"94'34""",,-,10,6,4,3,1,8,2,-,8,,-,-,1,1,36,37,5,7,42,45,93%
Hatem Ben Arfa 21,"27'02""",,-,-,-,1,7,2,1,1,2,1,2,,-,1,1,13,16,3,4,17,21,81%
Jesé 22,"5'05""",,-,-,-,-,1,-,-,-,1,-,-,-,,0,0,2,2,0,0,2,2,100
Total passes received:,,,12,53,46,58,106,42,81,15,51,28,43,20,2,37,62,358,383,162,177,557,622,90%
