Igor Akinfeev 35,"92'07""",,,2,1,3,1,1,5,-,1,1,-,1,-,11,36,5,5,0,0,16,41,39%
Mário Fernandes 2,"92'07""",,2,,3,-,5,2,2,-,1,4,1,-,3,1,1,15,20,7,8,23,29,79%
Pontus Wernbloom 3,"92'07""",,-,1,,4,6,2,3,1,1,3,2,-,2,1,2,17,27,7,7,25,36,69%
Sergei Ignashevich 4,"92'07""",,4,-,2,,-,3,1,1,3,5,1,4,1,3,5,18,21,4,4,25,30,83%
Zoran Toši? 7,"71'40""",,-,7,7,-,,1,2,1,1,1,1,-,-,1,1,6,7,14,16,21,24,88%
Georgi Milanov 8,"92'07""",,-,2,1,-,2,,3,4,-,1,1,1,-,0,0,9,13,6,11,15,24,62%
Lacina Traoré 9,"92'07""",,-,1,1,1,3,4,,-,-,2,-,1,1,1,2,9,12,4,6,14,20,70%
Aleksandr Golovin 17,"92'07""",,-,6,2,-,2,8,1,,1,4,3,-,3,2,4,19,22,9,12,30,38,79%
Vasili Berezutski 24,"45'04""",,1,-,1,-,2,-,-,2,,-,1,-,-,1,5,5,6,1,3,7,14,50%
Roman Eremenko 25,"92'07""",,-,2,4,-,1,3,5,5,-,,3,-,1,3,5,15,16,6,10,24,31,77%
Georgi Schennikov 42,"92'07""",,-,1,2,2,-,1,1,3,1,6,,-,1,3,3,6,10,9,10,18,23,78%
Aleksei Berezutski 6,"47'03""",,4,-,-,2,-,-,-,2,-,-,1,,-,0,0,7,7,2,4,9,11,82%
Bibras Natcho 66,"20'27""",,-,4,2,-,-,1,-,1,-,2,-,-,,3,4,5,6,2,3,10,13,77%
Total passes received:,,,11,26,26,12,22,26,23,20,9,29,14,7,12,30,68,136,172,71,94,237,334,71%
