dislav Stoyanov 21,"92'15""",,,4,-,-,1,-,-,6,2,1,1,-,-,3,6,11,11,1,1,15,18,83%
"é Luis Palomino 5","92'15""",,2,,12,7,10,4,1,8,-,3,4,-,-,2,2,36,36,13,15,51,53,96%
Natanael 6,"92'15""",,-,8,,4,10,1,-,1,10,6,6,-,-,0,2,26,30,20,20,46,52,88%
Anicet Abel 12,"92'15""",,-,2,6,,6,11,7,5,10,6,4,-,2,5,5,38,39,16,19,59,63,94%
etoslav Dyakov 18,"92'15""",,-,6,9,10,,4,7,6,23,3,2,1,3,3,6,54,55,17,19,74,80,92%
Jonathan Cafú 22,"92'15""",,-,-,4,1,2,,3,-,17,8,4,-,-,2,2,13,16,24,29,39,47,83%
Yordan Minev 25,"92'15""",,-,-,-,3,7,6,,6,13,11,4,-,-,2,4,30,32,18,19,50,55,91%
Cosmin Mo?i 27,"92'15""",,2,10,1,1,4,-,15,,3,1,2,-,2,2,3,35,38,4,4,41,45,91%
Marcelinho 84,"92'15""",,-,3,10,17,18,8,9,3,,18,4,1,1,3,6,52,55,37,41,92,102,90%
Wanderson 88,"79'11""",,-,-,5,5,7,9,5,2,21,,3,1,-,1,1,26,27,31,35,58,63,92%
Virgil Misidjan 93,"68'09""",,-,2,1,5,6,5,3,1,-,7,,-,-,0,0,15,15,15,18,30,33,91%
Claudiu Ke?erü 28,"24'06""",,-,-,-,1,-,-,-,-,-,-,-,,-,0,1,1,2,0,1,1,4,25%
Jody Lukoki 92,"13'04""",,-,1,-,-,-,1,3,1,1,-,-,-,,2,2,2,2,3,3,7,7,100
Total passes received:,,,4,36,48,54,71,49,53,39,100,64,34,3,8,25,40,339,358,199,224,563,622,91%
