Thibaut Courtois 13,"94'17""",,,4,-,1,-,-,-,2,1,-,3,-,-,4,6,7,7,0,0,11,13,85%
Diego Godín 2,"94'17""",,1,,9,4,1,-,5,4,2,3,-,-,1,6,7,19,21,5,8,30,36,83%
Mario Suárez 4,"94'17""",,1,-,,7,2,4,14,4,2,4,4,1,-,4,5,29,34,10,15,43,54,80%
Koke 6,"94'17""",,-,3,6,,5,9,14,9,3,1,-,1,2,4,8,29,35,20,31,53,74,72%
Raúl García 8,"80'33""",,-,-,-,2,,5,5,4,1,1,-,-,-,1,1,12,17,5,11,18,29,62%
Arda Turan 10,"74'47""",,-,1,2,8,1,,7,-,4,5,-,-,-,1,3,14,17,13,19,28,39,72%
Gabi 14,"94'17""",,-,3,4,15,8,6,,6,21,-,1,2,-,9,11,37,47,20,24,66,82,80%
Diego Costa 19,"94'17""",,-,-,-,4,4,3,2,,3,1,-,-,1,0,1,8,12,10,19,18,32,56%
Juanfran 20,"94'17""",,1,1,2,4,7,3,20,-,,-,1,1,-,1,7,28,31,11,14,40,52,77%
Emiliano Insua 22,"94'17""",,-,7,4,4,-,7,-,1,-,,-,-,1,1,4,15,21,8,15,24,40,60%
Miranda 23,"94'17""",,-,4,5,3,1,-,1,1,2,-,,-,-,1,1,15,15,1,1,17,17,100%
Adrián López 7,"13'44""",,-,-,-,-,-,-,-,1,1,1,-,,-,0,0,3,4,0,2,3,6,50%
ristian Rodríguez 11,"19'30""",,-,-,-,1,-,-,-,1,-,1,-,-,,0,0,3,5,0,0,3,5,60%
Total passes received:,,,3,23,32,53,29,37,68,33,40,17,9,5,5,32,54,219,266,103,159,354,479,74%
