Kasper Schmeichel 1,"94'38""",,,-,-,-,2,1,-,2,1,1,1,-,2,10,21,0,0,0,0,10,21,48%
Danny Drinkwater 4,"94'38""",,-,,1,-,1,3,4,2,3,3,-,-,1,2,5,10,13,6,7,18,25,72%
Wes Morgan 5,"94'38""",,1,2,,1,1,-,2,-,-,1,-,-,-,0,1,5,5,3,3,8,9,89%
Robert Huth 6,"94'38""",,-,-,1,,1,-,-,-,1,1,1,-,-,1,2,4,6,0,0,5,8,62%
Jamie Vardy 9,"94'38""",,-,3,-,-,,-,-,-,-,1,-,-,-,0,0,3,6,1,2,4,8,50%
Marc Albrighton 11,"94'38""",,-,1,-,-,4,,-,4,3,2,2,-,-,1,1,10,11,5,7,16,19,84%
Danny Simpson 17,"94'38""",,-,-,-,1,1,-,,1,2,3,1,-,-,0,2,5,6,4,4,9,12,75%
Shinji Okazaki 20,"63'43""",,-,3,-,-,3,1,1,,4,2,2,-,-,1,1,4,5,11,11,16,17,94%
Wilfred Ndidi 25,"94'38""",,-,4,-,-,2,3,2,3,,4,5,-,-,3,3,11,12,9,10,23,25,92%
Riyad Mahrez 26,"89'37""",,-,2,1,-,2,-,2,2,-,,1,-,2,0,1,6,11,6,8,12,20,60%
Christian Fuchs 28,"94'38""",,1,2,2,-,-,7,-,-,2,-,,-,-,1,5,9,13,4,7,14,25,56%
Daniel Amartey 13,"5'01""",,-,-,-,-,-,-,-,-,-,-,-,,-,0,0,0,0,0,0,0,0,0%
Islam Slimani 19,"30'55""",,-,-,-,-,2,-,-,-,-,3,-,-,,0,0,1,2,4,4,5,6,83%
Total passes received:,,,2,17,5,2,19,15,11,14,16,21,13,0,5,19,42,68,90,53,63,140,195,72%
