Anthony Lopes 1,"95'37""",,,5,1,-,-,1,4,-,7,-,-,-,-,6,15,11,11,1,1,18,27,67%
nuel Mammana 4,"95'37""",,6,,3,1,1,2,2,-,8,2,2,-,-,4,6,18,21,5,5,27,32,84%
uctar Diakhaby 5,"95'37""",,3,3,,3,-,-,4,1,2,-,1,-,-,2,3,13,14,2,2,17,19,89%
orentin Tolisso 8,"95'37""",,1,1,3,,7,15,6,9,8,4,9,1,1,12,12,35,41,18,21,65,74,88%
andre Lacazette 10,"95'37""",,-,-,-,5,,3,4,1,1,3,3,-,-,1,2,12,15,7,9,20,26,77%
Rachid Ghezzal 11,"95'37""",,-,3,1,5,3,,-,4,11,8,5,-,1,6,6,25,31,10,17,41,54,76%
Jérémy Morel 15,"95'37""",,2,1,1,19,2,-,,4,-,3,9,-,2,3,4,27,32,13,14,43,50,86%
Nabil Fekir 18,"77'53""",,-,-,-,5,3,5,4,,2,2,3,-,-,0,0,12,14,12,13,24,27,89%
Rafael 20,"95'37""",,1,4,-,4,1,18,-,2,,9,-,3,-,0,1,27,31,15,19,42,51,82%
axime Gonalons 21,"95'37""",,-,1,2,11,1,5,6,2,6,,4,1,3,14,15,24,27,4,4,42,46,91%
Maciej Rybus 31,"71'07""",,-,1,1,8,5,-,12,6,-,2,,-,-,1,1,19,20,15,15,35,36,97%
Sergi Darder 14,"17'44""",,-,-,-,2,1,1,-,-,3,-,-,,-,0,0,4,4,3,3,7,7,100
Maxwel Cornet 27,"24'30""",,-,-,-,-,3,-,3,-,-,-,-,1,,0,0,2,2,5,6,7,8,88%
Total passes received:,,,13,19,12,63,27,50,45,29,48,33,36,6,7,49,65,229,263,110,129,388,457,85%
