Gianluigi Buffon 1,"94'06""",,,3,1,1,-,-,4,-,-,-,1,-,-,-,3,4,5,6,2,2,10,12,83%
Lúcio 2,"76'17""",,3,,3,1,2,2,10,2,5,-,8,-,-,-,6,7,27,29,3,4,36,40,90%
Giorgio Chiellini 3,"94'06""",,-,2,,4,8,4,15,2,2,-,2,-,-,1,4,4,32,34,4,8,40,46,87%
laudio Marchisio 8,"94'06""",,-,1,2,,1,4,-,7,1,1,1,1,-,-,3,6,10,13,6,9,19,28,68%
Paolo De Ceglie 11,"94'06""",,-,1,3,2,,6,1,1,-,1,-,-,1,-,2,2,11,20,3,7,16,29,55%
bastian Giovinco 12,"94'06""",,-,1,-,5,-,,1,4,6,3,4,2,-,-,2,3,17,22,7,12,26,37,70%
eonardo Bonucci 19,"94'06""",,2,1,15,5,2,2,,6,3,2,1,-,-,1,6,8,30,35,4,4,40,47,85%
Andrea Pirlo 21,"94'06""",,-,2,6,5,10,3,9,,5,6,5,-,-,-,18,25,27,40,6,9,51,74,69%
Arturo Vidal 23,"83'34""",,-,1,1,1,1,5,2,5,,2,5,1,-,-,1,2,17,24,6,10,24,36,67%
Alessandro Matri 32,"67'55""",,-,-,-,-,1,3,1,5,-,,1,-,-,-,0,0,8,13,3,4,11,17,65%
Mauricio Isla 33,"94'06""",,-,8,3,5,2,3,2,3,6,4,,1,1,-,3,6,24,32,11,14,38,52,73%
Mirko Vu?ini? 9,"26'11""",,-,-,-,1,-,-,-,-,1,-,-,,-,1,0,0,0,1,3,3,3,4,75%
Nicklas Bendtner 17,"17'49""",,-,-,-,-,1,-,-,-,-,-,2,-,,-,0,0,3,3,0,0,3,3,100
nuele Giaccherini 24,"10'32""",,-,-,-,-,-,-,1,-,-,-,-,-,1,,0,0,1,1,1,1,2,2,100
Total passes received:,,,5,20,34,30,28,32,46,35,29,19,30,5,3,3,48,67,212,273,59,87,319,427,75%
