Kevin Trapp 16,"97'07""",,,4,-,1,-,2,1,1,5,1,3,-,-,6,7,10,10,2,2,18,19,95%
Thiago Silva 2,"97'07""",,2,,1,15,1,-,12,3,3,7,10,-,6,9,10,38,38,13,13,60,61,98%
Marco Verratti 6,"16'33""",,-,-,,5,1,3,3,3,1,2,1,-,-,1,1,14,14,4,4,19,19,100%
Thiago Motta 8,"97'07""",,1,11,6,,7,3,17,7,11,7,10,4,18,9,10,71,72,22,24,102,106,96%
Edinson Cavani 9,"97'07""",,-,-,1,2,,2,5,10,12,-,2,-,4,1,2,19,19,18,22,38,43,88%
latan Ibrahimovi? 10,"97'07""",,-,-,1,6,4,,2,6,9,-,-,1,3,1,1,19,22,12,17,32,40,80%
"Ángel Di María 11","97'07""",,-,2,2,9,5,6,,5,5,15,2,1,15,16,19,31,40,20,23,67,82,82%
Blaise Matuidi 14,"78'18""",,-,-,2,9,12,7,1,,16,-,6,-,1,1,2,31,32,22,24,54,58,93%
Maxwell 17,"97'07""",,-,1,2,21,7,13,6,14,,1,11,6,7,4,5,57,60,28,30,89,95,94%
Serge Aurier 19,"97'07""",,-,8,3,4,1,-,9,1,-,,-,2,5,1,1,13,17,19,20,33,38,87%
David Luiz 32,"97'07""",,5,20,-,12,1,2,6,2,12,-,,1,6,6,6,48,49,13,13,67,68,99%
Lucas 7,"18'49""",,-,-,-,2,1,2,3,-,1,-,2,,2,1,1,8,8,4,6,13,15,87%
Adrien Rabiot 25,"80'34""",,1,4,-,15,4,1,12,3,11,8,7,3,,5,5,41,44,23,25,69,74,93%
Total passes received:,,,9,50,18,101,44,41,77,55,86,41,54,18,67,61,70,400,425,200,223,661,718,92%
