Thibaut Courtois 13,"94'49""",,,-,-,-,2,3,7,-,-,-,-,-,1,13,24,0,0,0,1,13,25,52%
Diego Godín 2,"94'49""",,1,,-,1,1,-,-,-,1,-,-,-,-,1,8,1,5,2,2,4,15,27%
Filipe Luís 3,"94'49""",,1,-,,3,11,1,-,6,-,-,1,-,1,1,3,11,16,12,22,24,41,59%
Tiago 5,"94'49""",,-,1,5,,5,1,1,2,6,1,1,-,3,1,2,17,21,8,10,26,33,79%
Koke 6,"94'49""",,-,3,9,2,,5,2,11,4,-,1,-,4,2,10,19,24,20,24,41,58,71%
Adrián López 7,"62'33""",,-,-,2,1,3,,2,2,1,-,-,-,-,2,2,5,13,4,10,11,25,44%
Raúl García 8,"94'49""",,-,-,1,-,-,3,,3,5,2,1,2,5,2,8,12,21,8,12,22,41,54%
David Villa 9,"79'32""",,-,-,2,-,3,3,1,,1,-,-,-,2,1,3,5,12,6,17,12,32,38%
Gabi 14,"94'49""",,1,2,4,1,2,5,4,1,,2,2,-,1,3,3,15,23,7,14,25,40,62%
Juanfran 20,"94'49""",,1,-,-,4,1,2,5,2,-,,2,-,-,2,5,12,20,3,5,17,30,57%
Miranda 23,"94'49""",,2,2,1,2,-,-,3,-,-,1,,-,-,1,5,9,12,1,3,11,20,55%
Cristian Rodríguez 11,"15'17""",,-,-,-,-,-,-,-,-,-,-,-,,-,0,0,0,1,0,1,0,2,0%
Diego 26,"32'16""",,-,1,-,2,2,-,6,-,-,-,-,1,,0,3,3,4,9,11,12,18,67%
Total passes received:,,,6,9,24,16,30,23,31,27,18,6,8,3,17,29,76,109,172,80,132,218,380,57%
