Jan Oblak 13,"94'07""",,,5,-,1,-,-,-,-,2,1,7,1,-,3,10,11,12,3,3,17,25,68%
Diego Godín 2,"94'07""",,4,,5,2,3,1,-,3,5,5,9,4,2,6,13,33,38,4,7,43,58,74%
Koke 6,"94'07""",,-,7,,9,6,5,4,4,7,5,3,-,10,3,5,33,34,24,29,60,68,88%
Antoine Griezmann 7,"94'07""",,-,-,6,,2,2,5,4,3,1,-,-,1,2,2,9,12,13,17,24,31,77%
Saúl Ñíguez 8,"94'07""",,1,5,7,2,,1,1,6,2,3,1,-,2,0,1,20,24,11,13,31,38,82%
Yannick Carrasco 10,"71'58""",,-,1,3,4,1,,2,1,-,1,-,-,-,1,1,7,8,5,5,13,14,93%
"Ángel Correa 11","65'18""",,-,-,4,4,1,-,,-,-,1,-,-,-,1,2,1,4,8,10,10,16,62%
"Šime Vrsaljko 16","94'07""",,1,2,4,1,4,1,-,,-,6,2,1,-,2,3,7,11,13,16,22,30,73%
Lucas Hernández 19,"94'07""",,1,7,4,-,2,1,-,-,,1,2,-,2,2,5,13,14,5,7,20,26,77%
Thomas Partey 22,"94'07""",,-,6,6,1,3,3,5,6,2,,4,-,-,2,4,27,32,7,8,36,44,82%
osé María Giménez 24,"94'07""",,1,5,3,3,7,-,1,7,-,4,,1,1,9,13,19,21,5,8,33,42,79%
Stefan Savi? 15,"22'09""",,-,2,-,-,1,-,-,1,1,1,-,,-,2,4,4,4,0,0,6,8,75%
Nicolás Gaitán 23,"28'49""",,-,-,9,2,3,-,-,-,2,-,1,-,,0,0,3,4,14,16,17,20,85%
Total passes received:,,,8,40,51,29,33,14,18,32,24,29,29,7,18,33,63,187,218,112,139,332,420,79%
