Jan Oblak 13,"94'17""",,,2,3,-,-,-,1,5,-,-,-,-,-,2,5,7,7,2,2,11,14,79%
Diego Godín 2,"94'17""",,-,,5,6,1,1,7,4,-,1,-,-,-,1,2,19,21,5,6,25,29,86%
Filipe Luís 3,"94'17""",,-,2,,12,1,3,6,3,4,-,6,1,5,2,2,32,34,9,10,43,46,93%
Koke 6,"94'17""",,1,5,18,,6,9,18,6,4,4,6,-,2,5,11,55,62,19,20,79,93,85%
toine Griezmann 7,"94'17""",,-,-,1,2,,2,6,-,1,-,3,1,1,1,1,10,12,6,9,17,22,77%
"Óliver Torres 10","94'17""",,-,1,3,6,3,,14,-,2,15,4,2,4,1,2,32,42,21,23,54,67,81%
Gabi 14,"94'17""",,1,1,10,29,6,12,,8,8,17,8,-,5,12,15,63,69,30,33,105,117,90%
Stefan Savi? 15,"94'17""",,3,4,2,10,-,1,12,,-,3,2,-,-,5,6,22,24,10,10,37,40,92%
Saúl Ñíguez 17,"74'45""",,-,1,4,4,4,3,1,-,,-,3,-,-,0,0,15,16,5,8,20,24,83%
Juanfran 20,"94'17""",,-,-,-,7,2,11,13,4,1,,2,2,3,3,4,22,24,20,23,45,51,88%
Luciano Vietto 23,"61'35""",,-,-,-,8,4,3,2,-,3,4,,-,-,1,1,8,9,15,16,24,26,92%
Fernando Torres 9,"32'42""",,-,-,-,1,-,1,-,-,-,-,-,,1,0,0,1,2,2,2,3,4,75%
"Ángel Correa 16","19'32""",,-,-,2,2,-,1,3,-,-,1,-,1,,0,0,6,6,4,6,10,12,83%
Total passes received:,,,5,16,48,87,27,47,83,30,23,45,34,7,21,33,49,292,328,148,168,473,545,87%
