Igor Akinfeev 35,"94'23""",,,1,4,2,1,3,2,1,-,2,2,1,-,9,19,8,10,2,2,19,31,61%
Pontus Wernbloom 3,"94'23""",,-,,2,6,5,4,2,7,-,5,4,3,2,1,2,25,34,14,17,40,53,75%
Sergei Ignashevich 4,"94'23""",,4,4,,5,1,3,2,5,1,6,-,4,1,7,12,25,32,4,6,36,50,72%
Keisuke Honda 7,"94'23""",,-,4,2,,4,6,12,6,-,1,4,2,2,3,8,16,24,24,27,43,59,73%
Steven Zuber 8,"50'55""",,-,2,2,2,,2,1,-,-,3,3,-,-,2,5,9,12,4,6,15,23,65%
Kirill Nababkin 14,"94'23""",,4,8,2,11,-,,10,3,1,-,2,2,-,4,7,22,31,17,17,43,55,78%
Zoran Toši? 21,"94'23""",,1,1,1,9,-,6,,3,-,2,4,4,1,3,4,16,26,13,17,32,47,68%
Georgi Milanov 23,"94'23""",,-,4,1,7,4,3,10,,-,3,1,1,4,1,2,24,34,13,14,38,50,76%
Vasili Berezutski 24,"5'46""",,-,-,2,-,-,1,-,-,,-,-,-,-,1,2,2,2,0,0,3,4,75%
Georgi Schennikov 42,"94'23""",,1,6,6,2,5,-,1,7,-,,4,-,1,5,7,20,29,8,13,33,49,67%
Seydou Doumbia 88,"94'23""",,-,-,-,3,1,-,4,3,-,-,,-,-,0,0,4,10,7,17,11,27,41%
Aleksei Berezutski 6,"88'37""",,2,4,7,1,1,3,3,4,-,3,-,,-,3,3,18,21,7,9,28,33,85%
Ahmed Musa 18,"43'28""",,-,-,-,-,-,1,-,-,-,1,-,-,,0,1,2,6,0,0,2,7,29%
Total passes received:,,,12,34,29,48,22,32,47,39,2,26,24,17,11,39,72,191,271,113,145,343,488,70%
