ojciech Szcz?sny 1,"93'12""",,,1,2,1,-,3,13,1,2,-,1,1,-,21,43,4,5,0,0,25,48,52%
Per Mertesacker 4,"93'12""",,7,,3,3,6,3,2,-,10,5,1,1,1,3,5,34,38,5,10,42,53,79%
aurent Koscielny 6,"93'12""",,8,5,,-,3,3,2,3,2,1,8,-,-,5,7,24,31,6,8,35,46,76%
Tomáš Rosický 7,"74'07""",,-,1,1,,6,12,3,9,7,4,1,-,-,4,5,20,24,20,23,44,52,85%
Mikel Arteta 8,"75'45""",,1,7,4,11,,4,4,7,5,3,5,-,-,6,7,29,36,16,20,51,63,81%
Mesut Özil 11,"93'12""",,1,2,4,2,3,,8,10,4,7,3,2,-,4,5,22,24,20,23,46,52,88%
Olivier Giroud 12,"93'12""",,-,2,2,2,5,6,,5,7,1,3,1,2,1,2,16,27,19,26,36,55,65%
Santi Cazorla 19,"67'19""",,-,2,-,5,5,7,4,,5,2,7,-,-,2,3,21,29,14,19,37,51,73%
Mathieu Flamini 20,"93'12""",,-,6,1,8,4,6,7,2,,10,3,1,-,0,2,36,48,12,22,48,72,67%
Carl Jenkinson 25,"93'12""",,1,7,1,7,3,4,4,3,4,,1,1,-,4,9,25,30,7,13,36,52,69%
Kieran Gibbs 28,"93'12""",,2,1,5,3,9,6,4,8,1,-,,3,1,6,7,23,37,14,23,43,67,64%
Aaron Ramsey 16,"25'53""",,1,-,1,-,-,1,1,-,-,2,3,,3,3,3,8,10,1,2,12,15,80%
Nacho Monreal 17,"19'05""",,-,-,1,-,-,-,3,-,-,-,1,3,,1,1,5,5,2,4,8,10,80%
Total passes received:,,,21,34,25,42,44,55,55,48,47,35,37,13,7,60,99,267,344,136,193,463,636,73%
