Manuel Neuer 1,"94'05""",,,1,5,-,2,9,4,-,1,3,2,-,-,7,11,19,21,1,1,27,33,82%
Franck Ribéry 7,"94'05""",,-,,1,14,8,2,7,6,8,11,17,1,-,7,10,48,56,20,25,75,91,82%
Javi Martínez 8,"94'05""",,5,2,,6,13,14,13,1,-,1,5,-,-,3,11,48,50,9,9,60,70,86%
Arjen Robben 10,"94'05""",,-,13,1,,4,2,10,7,4,8,4,-,-,3,5,28,40,22,29,53,74,72%
Rafinha 13,"94'05""",,2,2,18,14,,7,10,5,1,14,5,1,-,6,9,50,56,23,27,79,92,86%
Jérôme Boateng 17,"94'05""",,8,7,13,-,2,,7,2,14,11,17,1,3,10,14,56,64,19,20,85,98,87%
Philipp Lahm 21,"94'05""",,1,4,9,10,15,14,,3,6,15,19,-,-,11,12,61,62,24,26,96,100,96%
Thomas Müller 25,"62'47""",,-,6,-,4,6,-,5,,2,1,2,-,-,0,2,11,14,15,22,26,38,68%
David Alaba 27,"94'05""",,2,14,1,2,1,7,3,4,,5,12,1,1,3,6,27,40,23,28,53,74,72%
n Schweinsteiger 31,"90'00""",,-,10,7,11,9,2,15,5,6,,13,1,8,2,4,56,64,29,37,87,105,83%
Toni Kroos 39,"74'13""",,-,24,2,4,14,14,15,2,6,14,,-,-,9,14,63,70,23,25,95,109,87%
Mario Mandžuki? 9,"31'18""",,-,1,-,2,-,-,-,-,-,1,-,,2,0,0,2,3,4,4,6,7,86%
Mario Götze 19,"19'52""",,-,1,1,1,-,2,-,-,1,5,-,1,,0,0,3,5,9,10,12,15,80%
Total passes received:,,,18,85,58,68,74,73,89,35,49,89,96,6,14,61,98,472,545,221,263,754,906,83%
