Matz Sels 1,"96'26""",,,4,-,2,1,-,-,2,7,1,-,-,3,-,7,17,12,12,1,1,20,30,67%
Laurent Depoitre 9,"90'36""",,-,,2,-,1,1,1,1,-,6,2,-,-,1,2,3,6,8,7,8,15,19,79%
Renato Neto 10,"96'26""",,1,3,,9,6,3,1,2,5,3,1,-,-,-,5,6,23,24,6,7,34,37,92%
Stefan Mitrovi? 13,"96'26""",,2,-,2,,5,1,4,9,13,2,1,-,-,-,8,9,25,25,6,6,39,40,98%
Sven Kums 14,"96'26""",,-,5,5,5,,7,7,13,7,5,10,-,-,-,8,11,46,48,10,10,64,69,93%
Kenneth Saief 15,"67'52""",,-,-,4,-,8,,1,5,-,-,5,-,-,-,0,1,15,15,8,9,23,25,92%
recht Dejaegere 19,"82'34""",,-,1,2,-,2,4,,1,-,4,5,-,-,-,1,2,11,14,7,9,19,25,76%
Nana Asare 21,"96'26""",,2,3,4,6,15,7,1,,2,1,6,1,-,1,4,4,36,37,9,9,49,50,98%
Lasse Nielsen 23,"96'26""",,2,3,8,11,2,1,4,-,,7,2,-,-,-,6,13,30,31,4,4,40,48,83%
Thomas Foket 32,"96'26""",,1,3,2,1,4,-,6,-,4,,1,-,-,-,1,3,12,17,9,9,22,29,76%
Danijel Milicevic 77,"96'26""",,-,4,2,-,7,5,3,3,2,1,,-,-,1,3,5,17,21,8,9,28,35,80%
Rafinha 4,"13'52""",,-,-,-,-,-,-,-,1,-,-,-,,-,-,0,0,1,1,0,0,1,1,100
Kalifa Coulibaly 7,"5'50""",,-,-,-,-,1,-,-,-,-,1,-,-,,1,1,1,1,1,1,1,3,3,100
Benito Raman 26,"28'34""",,-,-,-,-,-,-,-,-,-,-,1,-,-,,0,0,1,2,0,1,1,3,33%
Total passes received:,,,8,26,31,34,52,29,28,37,40,31,34,1,3,4,46,75,236,256,76,83,358,414,86%
