Lars Unnerstall 36,"96'21""",,,3,1,1,1,1,-,1,-,5,2,3,-,3,14,15,15,0,0,18,29,62%
Benedikt Höwedes 4,"96'21""",,7,,3,-,9,7,3,2,2,9,7,5,-,9,10,51,61,7,10,67,81,83%
Lewis Holtby 10,"95'12""",,-,-,,6,3,3,-,2,5,2,5,2,-,3,3,16,27,11,14,30,44,68%
Ibrahim Afellay 11,"96'21""",,2,7,7,,2,1,-,7,-,4,8,-,-,10,11,23,30,5,9,38,50,76%
Jermaine Jones 13,"96'21""",,2,4,4,3,,9,4,-,3,-,2,2,-,3,3,23,31,7,13,33,47,70%
Jefferson Farfán 17,"96'21""",,-,14,4,1,9,,2,-,1,1,3,1,-,1,5,27,37,12,18,40,60,67%
Atsuto Uchida 22,"24'57""",,-,3,-,-,1,4,,-,-,2,2,-,-,1,3,6,7,5,6,12,16,75%
Christian Fuchs 23,"96'21""",,-,1,3,15,1,-,-,,3,3,4,-,-,4,9,22,30,4,8,30,47,64%
Klaas-Jan Huntelaar 25,"96'21""",,1,1,1,2,2,2,-,4,,1,1,2,-,3,3,10,16,5,7,18,26,69%
Joel Matip 32,"96'21""",,6,12,3,9,1,1,-,10,-,,4,2,-,11,12,34,40,4,6,49,58,84%
Roman Neustädter 33,"96'21""",,3,4,2,2,3,9,3,3,1,5,,5,-,7,10,35,43,2,4,44,57,77%
iakos Papadopoulos 14,"42'32""",,3,7,2,-,-,2,-,1,3,8,1,,-,4,5,21,24,2,3,27,32,84%
Tranquillo Barnetta 27,"28'52""",,-,-,-,-,-,-,-,-,-,-,-,-,,0,0,0,0,0,0,0,0,0%
"Total passes receiv1e'0d9: """,,,24,62,32,39,36,45,12,30,19,40,40,22,0,60,91,295,377,71,105,426,573,74%
