ernando Muslera 25,"97'28""",,,2,1,1,-,1,-,1,1,4,1,-,-,-,8,22,3,6,1,1,12,29,41%
Hamit Alt?ntop 4,"97'28""",,-,,5,4,3,2,-,3,2,5,5,1,3,1,5,7,20,29,9,16,34,52,65%
Selçuk ?nan 8,"97'28""",,-,5,,8,9,1,-,5,5,4,1,2,1,-,2,5,32,40,7,13,41,58,71%
Felipe Melo 10,"81'10""",,1,4,1,,5,4,-,2,1,4,4,1,2,2,4,6,22,27,5,11,31,44,70%
Dany Nounkeu 13,"97'28""",,7,2,6,6,,-,-,3,3,3,1,-,1,2,4,5,22,28,8,10,34,43,79%
Burak Y?lmaz 17,"97'28""",,-,6,3,-,-,,1,-,1,4,1,-,1,1,1,2,11,20,6,7,18,29,62%
Umut Bulut 19,"15'05""",,-,1,-,-,-,1,,-,1,-,-,-,-,-,1,1,1,2,1,1,3,4,75%
Hakan Balta 22,"97'28""",,-,2,5,4,3,4,-,,2,-,2,1,2,2,2,5,17,25,8,9,27,39,69%
Semih Kaya 26,"97'28""",,2,1,5,5,3,-,-,4,,2,1,-,-,1,0,3,17,23,7,9,24,35,69%
mmanuel Eboué 27,"97'28""",,1,5,7,4,2,3,-,1,5,,2,-,2,4,3,7,23,27,10,12,36,46,78%
Nordin Amrabat 53,"64'36""",,-,4,-,1,2,1,-,3,-,1,,-,3,-,0,1,8,13,7,8,15,22,68%
Ayd?n Y?lmaz 7,"16'18""",,-,1,-,-,-,-,-,-,-,1,-,,1,1,0,0,2,4,2,2,4,6,67%
Johan Elmander 9,"82'23""",,-,2,2,-,-,4,-,1,-,2,2,-,,-,3,4,4,10,6,10,13,24,54%
Emre Çolak 52,"32'52""",,-,1,2,-,2,1,-,3,-,2,-,-,-,,1,1,9,13,1,2,11,16,69%
Total passes received:,,,11,36,37,33,29,22,1,26,21,32,20,5,16,14,34,69,191,267,78,111,303,447,68%
