Kenneth Vermeer 1,"95'14""",,,6,10,8,1,-,2,-,-,4,2,-,-,16,23,16,16,1,1,33,40,82%
Toby Alderweireld 3,"95'14""",,7,,7,7,2,6,2,1,5,9,-,-,-,5,11,34,38,7,10,46,59,78%
Niklas Moisander 4,"95'14""",,7,8,,8,3,15,8,2,-,4,1,-,-,5,8,41,44,10,13,56,65,86%
Christian Poulsen 5,"95'14""",,4,12,9,,6,7,11,1,6,6,7,-,-,8,11,47,62,14,17,69,90,77%
Christian Eriksen 8,"95'14""",,-,-,3,3,,7,4,2,8,4,3,1,-,3,4,19,27,13,20,35,51,69%
Siem de Jong 10,"95'14""",,2,3,5,4,4,,10,3,7,5,9,-,-,9,10,31,40,12,14,52,64,81%
Daley Blind 17,"95'14""",,2,-,10,10,4,9,,2,1,-,12,1,-,2,4,35,46,14,14,51,64,80%
Tobias Sana 19,"75'11""",,1,1,-,5,4,1,2,,5,5,-,-,-,0,1,13,16,11,15,24,32,75%
Lasse Schøne 20,"89'51""",,-,2,3,6,9,3,2,7,,8,3,1,-,3,4,20,29,21,23,44,56,79%
Ricardo van Rhijn 24,"95'14""",,4,5,-,3,6,2,3,6,12,,1,-,-,3,9,28,37,11,14,42,60,70%
Ryan Babel 49,"95'14""",,-,1,1,8,-,7,7,-,5,1,,-,-,1,3,18,24,11,17,30,44,68%
Eyong Enoh 6,"20'03""",,-,-,-,-,1,-,-,-,-,-,1,,-,0,3,2,3,0,1,2,7,29%
Derk Boerrigter 21,"5'23""",,-,-,-,-,-,-,-,-,-,-,-,-,,0,0,0,0,0,0,0,0,0%
Total passes received:,,,27,38,48,62,40,57,51,24,49,46,39,3,0,55,91,304,382,125,159,484,632,77%
