Salvatore Sirigu 30,"95'07""",,,2,-,-,-,3,-,5,3,1,3,-,-,-,6,6,11,11,0,0,17,17,100
Thiago Silva 2,"95'07""",,3,,2,-,4,7,5,8,-,6,3,-,3,2,5,7,36,43,2,3,43,53,81%
Mohamed Sissoko 4,"47'03""",,-,2,,2,1,-,1,1,3,-,10,-,-,-,1,1,13,21,6,8,20,30,67%
Jérémy Ménez 7,"77'59""",,-,1,2,,2,5,2,5,4,3,7,-,1,-,5,8,14,21,13,17,32,46,70%
Ezequiel Lavezzi 11,"69'32""",,-,1,3,5,,3,2,-,9,2,6,-,-,-,2,3,22,33,7,10,31,46,67%
Alex 13,"95'07""",,2,10,4,1,2,,5,3,1,2,4,-,7,-,7,7,27,35,7,8,41,50,82%
Blaise Matuidi 14,"95'07""",,1,5,2,5,2,3,,4,5,4,12,1,1,3,5,7,34,41,9,12,48,60,80%
Maxwell 17,"95'07""",,-,7,-,10,8,1,1,,9,15,2,2,4,2,3,4,44,51,14,15,61,70,87%
Zlatan Ibrahimovi? 18,"95'07""",,-,2,7,12,7,1,4,1,,4,4,2,2,2,6,8,31,41,11,19,48,68,71%
Adrien Rabiot 25,"95'07""",,-,5,-,4,11,3,5,13,6,,3,2,4,1,4,6,35,45,18,22,57,73,78%
Christophe Jallet 26,"95'07""",,1,-,6,9,8,6,14,-,14,1,,1,3,2,2,4,47,58,16,18,65,80,81%
Guillaume Hoarau 9,"17'08""",,-,-,-,-,-,1,1,1,3,-,1,,1,1,2,2,5,5,2,4,9,11,82%
Marco Verratti 24,"48'04""",,-,4,-,-,-,4,2,2,6,6,2,-,,6,0,1,25,29,7,9,32,39,82%
Javier Pastore 27,"25'35""",,-,-,-,-,-,-,3,-,2,1,2,1,4,,1,1,9,13,3,5,13,19,68%
Total passes received:,,,7,39,26,48,45,37,45,43,65,45,59,9,30,19,49,65,353,447,115,150,517,662,78%
