Keylor Navas 1,"94'07""",,,3,8,7,3,-,2,1,-,-,-,1,-,8,13,16,16,1,1,25,30,83%
Dani Carvajal 2,"94'07""",,2,,4,6,7,6,13,-,5,9,5,1,-,4,6,35,40,19,22,58,68,85%
Sergio Ramos 4,"94'07""",,4,2,,2,3,1,5,17,9,4,5,5,-,2,5,48,51,7,7,57,63,90%
Raphaël Varane 5,"94'07""",,5,11,2,,3,2,3,-,4,3,1,-,1,3,5,25,27,7,7,35,39,90%
Cristiano Ronaldo 7,"94'07""",,-,5,1,1,,4,6,1,1,6,1,1,-,0,0,13,17,14,14,27,31,87%
Karim Benzema 9,"85'39""",,-,3,-,-,3,,5,1,1,5,1,-,-,2,2,10,13,7,10,19,25,76%
James Rodríguez 10,"94'07""",,1,9,7,2,8,3,,4,5,5,6,3,1,10,12,33,35,11,12,54,59,92%
Marcelo 12,"94'07""",,-,1,8,-,1,2,7,,3,3,5,1,-,3,7,23,26,5,6,31,39,79%
Casemiro 14,"94'07""",,1,2,11,5,1,4,8,4,,4,6,-,-,6,9,31,34,9,10,46,53,87%
Lucas Vázquez 17,"94'07""",,-,9,4,1,6,4,2,1,5,,6,1,-,1,4,26,34,12,14,39,52,75%
Luka Modri? 19,"63'12""",,-,4,4,3,1,1,4,3,3,8,,-,-,3,6,20,22,8,9,31,37,84%
Toni Kroos 8,"30'55""",,-,3,1,1,1,-,3,3,4,-,-,,1,6,7,7,8,4,4,17,19,89%
"Álvaro Morata 21","8'28""",,-,-,-,-,-,-,1,-,-,-,-,2,,0,0,2,2,1,1,3,3,100
Total passes received:,,,13,52,50,28,37,27,59,35,40,47,36,15,3,48,76,289,325,105,117,442,518,85%
