Yuri Lodygin 1,"93'24""",,,4,6,1,-,9,2,3,2,1,5,-,-,6,11,24,24,3,4,33,39,85%
Domenico Criscito 4,"93'24""",,4,,9,2,1,3,4,5,-,8,13,2,-,3,4,29,38,19,23,51,65,78%
Nicolas Lombaerts 6,"93'24""",,5,8,,4,2,13,5,7,2,9,10,3,-,8,9,49,53,11,16,68,78,87%
Hulk 7,"93'24""",,-,2,1,,1,1,7,2,10,3,4,3,-,3,6,15,28,16,29,34,63,54%
leksandr Kerzhakov 11,"93'24""",,-,1,1,1,,2,1,1,1,-,1,-,-,2,2,6,8,1,3,9,13,69%
Tomáš Hubo?an 14,"93'24""",,8,1,13,3,2,,2,4,11,14,9,-,2,5,7,50,59,14,16,69,82,84%
Roman Shirokov 15,"63'43""",,-,3,6,7,3,3,,1,2,3,6,-,-,5,5,15,27,14,16,34,48,71%
Oleg Shatov 17,"93'24""",,-,5,1,5,2,2,1,,4,6,7,2,-,0,2,25,34,10,19,35,55,64%
Igor Smolnikov 19,"93'24""",,3,1,4,15,-,5,3,6,,9,7,2,5,6,7,36,44,18,28,60,79,76%
Viktor Fayzulin 20,"63'25""",,-,4,5,10,1,7,6,6,9,,8,-,-,6,10,41,48,9,12,56,70,80%
Axel Witsel 28,"93'24""",,-,12,8,14,2,6,8,7,9,4,,1,3,3,5,51,62,20,27,74,94,79%
Andrey Arshavin 23,"29'41""",,-,3,1,1,-,1,-,1,1,-,3,,-,0,1,6,9,5,8,11,18,61%
Vladimir Bystrov 34,"29'59""",,-,-,-,1,-,-,-,-,-,-,3,-,,0,2,2,4,2,7,4,13,31%
Total passes received:,,,20,44,55,64,14,52,39,43,51,57,76,13,10,47,71,349,438,142,208,538,717,75%
