Christian Abbiati 32,"95'02""",,,1,2,6,2,-,-,5,3,3,1,-,-,2,10,22,11,14,4,4,25,40,62%
Valter Birsa 14,"74'02""",,1,,2,-,3,1,6,-,1,1,2,-,-,1,3,7,7,11,8,10,18,28,64%
Andrea Poli 16,"95'02""",,2,4,,3,6,4,6,-,4,4,6,1,1,1,3,7,28,32,11,12,42,51,82%
Cristián Zapata 17,"95'02""",,3,4,3,,3,2,1,2,1,3,-,-,-,-,3,11,16,23,3,6,22,40,55%
ccardo Montolivo 18,"95'02""",,3,1,9,5,,2,7,6,5,7,6,-,1,2,6,10,34,46,14,19,54,75,72%
Ignazio Abate 20,"49'50""",,1,2,4,-,-,,1,1,-,3,-,-,-,-,1,4,7,12,4,4,12,20,60%
Kaká 22,"82'02""",,1,6,8,-,2,1,,1,5,4,2,-,1,-,1,2,20,33,10,14,31,49,63%
Daniele Bonera 25,"95'02""",,2,1,3,5,4,-,2,,9,4,2,-,-,2,2,5,25,35,7,11,34,51,67%
rby Emanuelson 28,"95'02""",,2,2,2,1,8,-,7,2,,9,9,-,2,-,3,5,29,41,12,16,44,62,71%
Nigel de Jong 34,"95'02""",,1,5,2,4,19,1,8,4,5,,4,1,-,-,4,5,42,48,8,9,54,62,87%
Mario Balotelli 45,"95'02""",,-,1,3,-,4,-,4,-,4,2,,1,-,-,2,2,9,14,8,10,19,26,73%
Robinho 7,"13'00""",,-,-,-,1,-,-,-,-,1,2,-,,-,-,0,0,2,2,2,3,4,5,80%
Kévin Constant 21,"21'00""",,-,-,-,-,2,-,-,-,2,1,1,-,,1,0,1,2,3,5,5,7,9,78%
Antonio Nocerino 23,"45'12""",,-,-,1,2,2,-,-,1,-,2,1,-,-,,1,2,6,8,2,2,9,12,75%
Total passes received:,,,16,27,39,27,55,11,42,22,40,45,34,3,5,9,39,83,238,322,98,125,375,530,71%
