Víctor Valdés 1,"93'36""",,,7,1,1,-,-,1,2,3,2,-,-,-,2,4,15,15,0,0,17,19,89%
Gerard Piqué 3,"93'36""",,2,,12,2,3,1,-,15,13,3,2,-,-,4,5,39,47,10,12,53,64,83%
Xavi Hernández 6,"93'36""",,-,7,,12,15,17,9,4,20,4,28,3,3,12,16,79,83,31,34,122,133,92%
Andrés Iniesta 8,"93'36""",,-,1,17,,2,11,15,3,15,17,5,2,2,5,7,60,62,25,29,90,98,92%
Alexis Sánchez 9,"74'25""",,-,2,3,3,,3,1,-,5,1,9,-,-,0,1,14,18,13,16,27,35,77%
Lionel Messi 10,"93'36""",,-,-,19,8,3,,3,3,6,3,19,2,-,3,4,39,48,24,34,66,86,77%
Neymar 11,"80'56""",,-,-,6,11,1,4,,2,3,10,-,-,-,0,1,20,22,17,23,37,46,80%
vier Mascherano 14,"93'36""",,3,7,9,14,1,4,1,,11,6,3,-,-,4,4,47,53,8,11,59,68,87%
Sergio Busquets 16,"93'36""",,3,13,26,18,5,22,1,8,,4,7,2,-,2,4,86,91,21,21,109,116,94%
Adriano 21,"93'36""",,-,4,10,17,-,1,12,8,5,,-,2,4,6,8,33,39,24,27,63,74,85%
Daniel Alves 22,"93'36""",,1,4,11,4,7,21,3,2,14,-,,3,-,2,4,40,48,28,36,70,88,80%
Cesc Fàbregas 4,"19'11""",,-,-,3,1,-,5,1,1,-,-,2,,-,0,0,7,10,6,7,13,17,76%
Pedro Rodríguez 7,"12'40""",,-,-,2,3,-,-,-,-,-,2,-,1,,0,0,5,6,3,3,8,9,89%
Total passes received:,,,9,45,119,94,37,89,47,48,95,52,75,15,9,40,58,484,542,210,253,734,853,86%
