ndr Shovkovskiy 1,"94'41""",,,2,6,2,2,6,-,3,-,1,9,-,-,8,12,23,23,0,0,31,35,89%
Antunes 5,"94'41""",,1,,3,1,-,2,2,-,3,1,-,-,2,1,5,10,12,4,5,15,22,68%
sandar Dragovic 6,"94'41""",,13,5,,2,-,7,1,1,2,3,7,1,1,9,12,31,32,3,5,43,49,88%
driy Yarmolenko 10,"94'41""",,-,-,3,,3,3,-,13,1,2,2,-,2,2,3,13,16,14,19,29,38,76%
erhiy Sydorchuk 16,"47'06""",,-,-,-,2,,4,4,3,2,-,1,-,-,2,3,8,9,6,7,16,19,84%
Serhiy Rybalka 17,"94'41""",,2,3,8,5,4,,1,4,2,4,2,-,7,2,5,34,39,6,9,42,53,79%
Artem Kravets 22,"57'34""",,-,1,1,1,1,-,,-,1,-,-,-,-,0,1,4,5,1,2,5,8,62%
Domagoj Vida 24,"94'41""",,1,-,1,17,5,-,2,,1,2,3,-,-,0,1,22,24,10,11,32,36,89%
Derlis González 25,"94'41""",,-,3,2,-,-,2,2,-,,1,-,-,-,2,4,8,9,0,0,10,13,77%
Vitaliy Buyalskiy 29,"94'41""",,-,-,3,5,1,2,-,5,1,,-,-,1,2,3,11,14,5,6,18,23,78%
evhen Khacheridi 34,"94'41""",,3,3,9,7,2,9,-,3,1,3,,1,1,4,4,31,34,7,8,42,46,91%
Júnior Moraes 11,"37'07""",,-,-,-,1,-,-,-,1,1,-,-,,3,1,1,3,4,2,2,6,7,86%
Denys Garmash 19,"47'35""",,-,2,1,2,-,2,-,2,-,2,2,2,,2,2,9,14,4,4,15,20,75%
Total passes received:,,,20,19,37,45,18,37,12,35,15,19,26,4,17,35,56,207,235,62,78,304,369,82%
