Danijel Subaši? 1,"96'20""",,,-,-,-,1,3,2,-,2,1,2,-,2,10,27,3,3,0,0,13,30,43%
Fabinho 2,"96'20""",,-,,1,-,4,2,3,6,3,3,1,1,5,5,5,15,16,9,9,29,30,97%
Jemerson 5,"96'20""",,4,1,,-,1,-,-,1,4,-,1,1,-,3,4,8,9,2,2,13,15,87%
Nabil Dirar 7,"4'38""",,-,-,-,,-,1,-,-,-,1,-,-,-,0,0,1,1,1,1,2,2,100
João Moutinho 8,"96'20""",,-,5,-,-,,5,3,5,11,1,2,4,3,5,6,22,24,12,13,39,43,91%
adamel Falcao 9,"84'04""",,-,4,1,-,9,,3,1,6,1,-,-,1,0,1,12,14,14,15,26,30,87%
Bernardo Silva 10,"96'20""",,1,2,-,-,2,4,,2,8,2,-,-,5,3,3,8,9,15,18,26,30,87%
oué Bakayoko 14,"96'20""",,-,1,5,-,4,3,1,,5,2,3,-,1,3,3,14,17,8,9,25,29,86%
Djibril Sidibé 19,"96'20""",,-,2,4,-,9,7,7,10,,1,-,-,-,2,5,25,30,13,16,40,51,78%
Andrea Raggi 24,"96'20""",,3,2,-,1,1,2,1,-,-,,2,-,5,2,4,9,15,6,7,17,26,65%
Kamil Glik 25,"96'20""",,-,-,2,-,1,2,-,2,-,4,,1,1,1,3,11,12,1,2,13,17,76%
Valère Germain 18,"12'16""",,-,-,-,-,2,-,2,-,2,-,-,,1,1,1,1,1,5,6,7,8,88%
Thomas Lemar 27,"91'42""",,-,6,-,-,1,3,6,-,3,1,-,-,,1,2,16,17,3,6,20,25,80%
Total passes received:,,,8,23,13,1,35,32,28,27,44,17,11,7,24,36,64,145,168,89,104,270,336,80%
