Anthony Lopes 1,"94'12""",,,9,3,-,-,4,1,1,1,2,5,-,1,-,7,10,16,16,4,4,27,30,90%
ou Yanga-Mbiwa 2,"94'12""",,3,,5,-,5,6,2,1,2,10,7,-,-,1,0,4,34,36,8,9,42,49,86%
Corentin Tolisso 8,"94'12""",,-,5,,2,8,8,10,8,5,12,4,-,3,-,6,6,42,45,17,20,65,71,92%
xandre Lacazette 10,"80'20""",,-,-,6,,3,-,1,5,1,3,1,-,2,-,0,0,9,10,13,15,22,25,88%
Jordan Ferri 12,"71'29""",,-,4,9,5,,19,2,6,11,7,-,-,-,-,2,3,37,43,24,26,63,72,88%
Christophe Jallet 13,"94'12""",,4,10,9,3,12,,-,9,8,5,2,1,-,1,4,4,46,57,14,17,64,78,82%
Jérémy Morel 15,"94'12""",,1,-,9,6,2,-,,10,2,3,5,-,2,-,1,3,25,28,14,17,40,48,83%
athieu Valbuena 19,"94'12""",,-,-,8,4,9,9,10,,4,2,1,-,2,-,7,9,23,24,19,20,49,53,92%
Rafael 20,"83'46""",,-,1,1,2,9,9,-,6,,2,-,-,1,-,0,1,19,23,12,14,31,38,82%
axime Gonalons 21,"94'12""",,2,4,9,1,10,19,7,6,5,,4,-,1,-,11,12,48,48,9,12,68,72,94%
Samuel Umtiti 23,"94'12""",,4,10,3,1,4,1,5,3,1,6,,-,-,-,2,2,29,31,7,7,38,40,95%
Claudio Beauvue 9,"13'52""",,-,-,-,-,-,-,-,1,-,-,-,,-,1,0,0,1,1,1,1,2,2,100
Rachid Ghezzal 11,"22'43""",,-,-,2,2,-,-,4,-,-,1,-,-,,-,0,0,5,5,4,4,9,9,100
Maxwel Cornet 27,"10'26""",,-,-,1,-,-,-,-,-,-,1,-,-,-,,0,0,2,2,0,1,2,3,67%
Total passes received:,,,14,43,65,26,62,75,42,56,40,54,29,1,12,3,40,54,336,369,146,167,522,590,88%
