Andriy Pyatov 30,"94'07""",,,-,5,-,3,2,-,2,1,2,2,-,-,8,14,9,13,0,0,17,27,63%
Tomáš Hübschman 3,"94'07""",,1,,-,8,-,5,2,5,-,3,4,1,-,3,3,19,23,7,11,29,37,78%
Olexandr Kucher 5,"94'07""",,-,3,,4,2,-,1,1,2,8,5,-,-,5,7,17,22,4,6,26,35,74%
Fernandinho 7,"94'07""",,1,3,5,,1,9,7,3,4,13,2,-,1,6,6,37,42,6,11,49,59,83%
Luiz Adriano 9,"94'07""",,-,-,-,5,,2,5,-,-,1,1,-,-,2,3,5,9,7,10,14,22,64%
Willian 10,"88'18""",,2,4,-,5,2,,5,5,1,6,5,-,-,6,6,22,29,7,8,35,43,81%
Henrik Mkhitaryan 22,"94'07""",,-,3,1,3,3,4,,4,2,6,1,1,-,1,1,19,28,8,11,28,40,70%
R?zvan Ra? 26,"94'07""",,-,1,1,3,-,8,3,,-,-,8,1,-,0,3,21,29,4,6,25,38,66%
Alex Teixeira 29,"82'35""",,-,3,1,8,-,-,2,-,,6,1,-,-,1,1,13,15,7,12,21,28,75%
Darijo Srna 33,"94'07""",,5,5,7,11,3,5,4,-,8,,5,-,1,6,9,39,52,9,10,54,71,76%
Yaroslav Rakitskiy 44,"94'07""",,2,3,6,2,5,-,5,5,1,4,,-,-,11,18,22,24,0,0,33,42,79%
Douglas Costa 20,"5'49""",,-,-,-,-,-,-,1,1,-,-,-,,-,0,0,2,2,0,1,2,3,67%
Ilsinho 77,"11'32""",,-,-,-,2,-,-,1,-,-,-,-,-,,0,0,1,1,2,2,3,3,100%
Total passes received:,,,11,25,26,51,19,35,36,26,19,49,34,3,2,49,71,226,289,61,88,336,448,75%
