ter Stegen 1,"95'34""",,,-,2,8,-,6,-,3,11,3,1,-,-,7,10,25,26,2,2,34,38,89%
Ivan Rakiti? 4,"95'34""",,-,,11,3,1,1,1,10,1,3,-,-,4,2,5,16,21,17,22,35,48,73%
Lionel Messi 10,"95'34""",,-,6,,2,2,1,5,7,3,8,2,-,1,0,1,21,27,16,21,37,49,76%
Marc Bartra 15,"95'34""",,7,3,2,,1,1,1,12,18,4,-,-,-,3,9,42,44,4,7,49,60,82%
Munir El Haddadi 17,"95'34""",,-,1,1,1,,8,2,-,1,1,3,2,2,0,0,14,20,8,10,22,30,73%
Jordi Alba 18,"75'58""",,2,1,4,1,7,,3,-,10,11,7,-,2,0,3,38,40,10,13,48,56,86%
Sandro Ramírez 19,"95'34""",,-,4,3,1,2,2,,4,-,3,-,1,1,1,2,11,11,9,14,21,27,78%
Adriano 21,"95'34""",,-,10,8,11,1,-,7,,3,4,-,-,-,3,4,29,31,12,16,44,51,86%
omas Vermaelen 23,"95'34""",,9,-,-,20,5,17,2,1,,2,-,6,1,8,13,48,48,7,8,63,69,91%
Sergi Samper 26,"95'34""",,1,11,9,3,4,7,3,4,5,,7,1,2,4,6,41,42,12,13,57,61,93%
Wilfrid Kaptoum 34,"63'34""",,-,3,3,-,3,3,-,-,3,2,,-,-,0,1,11,12,6,8,17,21,81%
Juan Cámara 27,"19'36""",,-,-,2,-,1,-,-,-,2,2,-,,4,0,0,7,9,4,8,11,17,65%
Gerard Gumbau 28,"32'00""",,-,2,2,-,1,2,-,2,-,1,-,3,,3,4,4,4,6,9,13,17,76%
Total passes received:,,,19,41,47,50,28,48,24,43,57,44,20,13,17,31,58,307,335,113,151,451,544,83%
