Keylor Navas 1,"94'27""",,,2,4,4,2,-,-,-,2,1,1,-,-,7,12,9,9,0,0,16,21,76%
Dani Carvajal 2,"94'27""",,1,,3,-,2,3,2,8,10,5,1,-,-,4,8,21,23,10,10,35,41,85%
Sergio Ramos 4,"94'27""",,-,3,,3,5,13,1,4,1,1,6,3,-,7,9,24,26,9,10,40,45,89%
Raphaël Varane 5,"94'27""",,5,8,3,,-,2,2,5,1,3,1,-,-,8,8,15,16,7,8,30,32,94%
ristiano Ronaldo 7,"94'27""",,-,2,4,1,,6,4,3,1,4,5,1,-,1,1,13,14,17,18,31,33,94%
Toni Kroos 8,"94'27""",,2,6,1,2,11,,2,10,-,11,12,1,-,12,14,35,38,11,12,58,64,91%
Karim Benzema 9,"88'48""",,-,2,-,1,1,3,,1,1,3,2,-,-,1,1,10,11,3,6,14,18,78%
mes Rodríguez 10,"69'59""",,1,5,4,2,3,7,1,,8,10,2,-,-,6,11,27,29,10,11,43,51,84%
Gareth Bale 11,"94'27""",,-,2,1,-,4,-,3,8,,2,-,-,-,1,1,12,16,7,9,20,26,77%
Luka Modri? 19,"94'27""",,-,3,6,5,5,12,4,5,5,,6,-,-,6,9,37,38,8,11,51,58,88%
Danilo 23,"94'27""",,3,1,8,-,5,9,-,2,2,1,,-,-,4,6,19,21,8,12,31,39,79%
Mateo Kova?i? 16,"24'28""",,-,1,-,-,1,2,-,-,-,-,-,,2,1,1,4,4,1,1,6,6,100
"Álvaro Morata 21","5'39""",,-,-,-,-,-,-,-,-,-,1,-,1,,0,0,2,2,0,0,2,2,100
Total passes received:,,,12,35,34,18,39,57,19,46,31,42,36,6,2,58,81,228,247,91,108,377,436,86%
