Willy Caballero 13,"92'57""",,,5,3,1,1,1,-,1,1,1,-,-,-,1,10,15,5,6,0,0,15,21,71%
Weligton 3,"92'57""",,3,,3,5,5,4,5,4,3,2,5,-,-,-,7,13,26,35,6,7,39,55,71%
artín Demichelis 5,"92'57""",,2,3,,6,2,5,1,4,4,9,2,-,1,-,2,3,33,37,4,7,39,47,83%
gnacio Camacho 6,"92'57""",,-,8,4,,7,3,6,5,-,1,7,-,2,2,7,8,31,37,7,12,45,57,79%
Joaquín 7,"74'44""",,-,1,3,4,,1,-,5,1,2,6,-,-,-,4,6,12,25,7,10,23,41,56%
Javier Saviola 9,"66'38""",,-,1,2,-,6,,2,1,4,3,3,-,-,-,2,2,15,22,5,10,22,34,65%
Nacho Monreal 15,"92'57""",,-,3,1,3,4,3,,3,2,-,7,-,1,-,0,2,17,23,10,12,27,37,73%
Manuel Iturra 16,"92'57""",,1,9,3,2,1,6,1,,3,9,5,-,-,-,2,6,28,35,10,14,40,55,73%
Eliseu 18,"92'57""",,-,-,2,3,4,-,2,4,,3,4,1,-,2,5,5,15,24,5,11,25,40,62%
Sergio Sánchez 21,"92'57""",,1,3,4,3,3,1,-,5,5,,1,-,-,1,3,6,18,24,6,8,27,38,71%
Isco 22,"81'44""",,-,2,-,6,5,3,5,7,6,1,,-,1,2,4,5,22,26,12,18,38,49,78%
Seba 11,"11'13""",,-,-,-,-,-,-,-,-,-,-,-,,-,-,0,0,0,3,0,0,0,3,0%
Duda 17,"18'13""",,-,-,-,-,-,-,2,-,1,-,-,-,,-,1,1,2,4,0,1,3,6,50%
oque Santa Cruz 24,"26'19""",,-,-,-,-,1,-,-,-,2,1,1,-,-,,1,1,3,3,1,3,5,7,71%
Total passes received:,,,7,35,25,33,39,27,24,39,32,32,41,1,5,8,48,73,227,304,73,113,348,490,71%
