Christian Abbiati 32,"92'07""",,,2,4,-,3,7,3,7,1,3,2,-,1,1,13,18,20,23,1,1,34,42,81%
Sulley Muntari 4,"92'07""",,-,,1,2,1,-,3,2,2,10,6,1,1,2,2,5,15,28,14,17,31,50,62%
Philippe Mexès 5,"92'07""",,5,5,,1,2,4,1,7,1,3,3,-,-,-,4,6,21,30,7,7,32,43,74%
Robinho 7,"45'07""",,-,1,-,,1,-,3,1,5,1,4,-,-,-,0,1,8,11,8,10,16,22,73%
Andrea Poli 16,"73'50""",,-,2,-,1,,-,9,1,2,1,6,-,-,1,0,1,18,22,5,10,23,33,70%
Cristián Zapata 17,"92'07""",,5,1,2,-,2,,7,3,1,1,8,-,1,-,2,7,23,29,6,8,31,44,70%
ccardo Montolivo 18,"92'07""",,1,6,6,-,7,4,,7,6,4,10,1,1,4,6,10,40,46,11,15,57,71,80%
Ignazio Abate 20,"92'07""",,-,1,-,2,6,5,8,,7,-,4,-,1,6,4,7,27,33,9,12,40,52,77%
Kaká 22,"83'27""",,-,4,-,5,-,1,7,1,,1,3,-,-,2,3,3,14,20,7,14,24,37,65%
rby Emanuelson 28,"92'07""",,-,7,3,4,-,-,2,-,4,,6,1,-,-,3,5,18,24,6,10,27,39,69%
Nigel de Jong 34,"92'07""",,6,8,3,3,5,7,9,6,3,4,,-,-,1,7,10,37,43,11,11,55,64,86%
Alessandro Matri 9,"8'40""",,-,1,-,-,-,-,-,1,-,-,-,,-,-,0,0,1,3,1,1,2,4,50%
Valter Birsa 14,"18'17""",,-,-,-,-,-,-,1,2,-,-,-,-,,3,0,0,3,4,3,3,6,7,86%
Mario Balotelli 45,"47'00""",,-,2,-,-,2,-,-,-,5,-,-,1,1,,0,0,8,13,3,5,11,18,61%
Total passes received:,,,17,40,19,18,29,28,53,38,37,28,52,4,6,20,44,73,253,329,92,124,389,526,74%
