Salvatore Sirigu 30,"95'07""",,,4,3,-,8,-,3,3,1,1,1,2,1,11,19,16,19,0,1,27,39,69%
Marquinhos 5,"95'07""",,3,,12,3,8,-,5,10,6,-,-,2,1,2,5,38,43,10,12,50,60,83%
oumana Camara 6,"95'07""",,7,2,,1,8,1,1,5,8,4,2,7,1,1,3,32,39,14,16,47,58,81%
Jérémy Ménez 7,"95'07""",,-,2,1,,9,4,7,4,5,1,3,2,3,2,3,22,28,17,20,41,51,80%
Thiago Motta 8,"62'53""",,2,11,2,3,,7,7,7,15,2,5,-,-,5,8,44,46,12,13,61,67,91%
Edinson Cavani 9,"62'41""",,-,-,-,3,6,,2,1,4,2,2,-,-,0,0,13,16,7,9,20,25,80%
Lucas Digne 21,"95'07""",,1,11,2,12,3,1,,8,4,1,1,4,-,1,2,29,40,18,23,48,65,74%
Adrien Rabiot 25,"95'07""",,1,6,3,7,7,3,7,,6,3,5,5,-,5,6,30,38,18,25,53,69,77%
Javier Pastore 27,"95'07""",,3,5,4,7,10,4,2,9,,4,7,1,1,4,6,40,44,13,19,57,69,83%
Lucas 29,"95'07""",,-,-,4,5,2,3,2,3,2,,1,-,1,2,3,16,17,5,12,23,32,72%
Kalifa Traoré 37,"95'07""",,1,-,7,3,1,3,1,2,7,14,,1,1,2,4,23,34,16,22,41,60,68%
Blaise Matuidi 14,"32'14""",,-,3,2,4,-,-,6,4,3,-,-,,5,1,1,19,20,7,7,27,28,96%
Ezequiel Lavezzi 22,"32'26""",,-,-,-,2,-,-,-,-,1,1,2,2,,0,0,5,6,3,4,8,10,80%
Total passes received:,,,18,44,40,50,62,26,43,56,62,33,29,26,14,36,60,327,390,140,183,503,633,79%
