Iker Casillas 1,"95'51""",,,4,5,1,-,-,-,2,5,4,3,-,-,11,18,13,17,0,0,24,35,69%
Raphaël Varane 2,"95'51""",,4,,4,14,-,1,2,2,5,1,5,3,-,2,4,33,39,6,7,41,50,82%
Pepe 3,"95'51""",,4,5,,3,1,5,-,2,6,10,2,5,1,10,15,26,38,8,13,44,66,67%
Sergio Ramos 4,"95'51""",,1,5,4,,2,-,4,8,10,1,15,7,2,5,9,38,50,16,22,59,81,73%
Sami Khedira 6,"19'10""",,-,1,1,1,,-,-,1,-,1,1,-,-,1,1,5,8,0,3,6,12,50%
ristiano Ronaldo 7,"95'51""",,-,1,2,1,-,,-,4,1,5,4,3,-,3,5,10,17,8,14,21,36,58%
Karim Benzema 9,"74'50""",,-,-,1,1,1,2,,4,3,1,4,3,-,3,4,9,16,8,9,20,29,69%
Mesut Özil 10,"95'51""",,-,1,1,5,3,5,3,,4,1,7,7,-,8,9,22,31,7,15,37,55,67%
Xabi Alonso 14,"95'51""",,-,5,12,3,1,2,4,6,,9,9,7,-,9,12,39,50,10,16,58,78,74%
Michael Essien 15,"95'51""",,2,2,6,2,-,11,3,5,8,,1,3,-,3,8,29,32,11,16,43,56,77%
"Ángel Di María 22","95'51""",,-,2,1,14,2,2,4,2,3,2,,1,3,6,14,21,37,9,16,36,67,54%
Luka Modri? 19,"76'41""",,-,2,3,7,-,5,2,5,5,8,6,,-,2,3,31,36,10,17,43,56,77%
Gonzalo Higuaín 20,"21'01""",,-,-,-,-,-,-,-,-,-,1,2,-,,0,0,3,6,0,1,3,7,43%
Total passes received:,,,11,28,40,52,10,33,22,41,50,44,59,39,6,63,102,279,377,93,149,435,628,69%
