Sergio Rico 1,"94'06""",,,-,-,1,7,1,-,4,1,2,6,3,1,10,14,15,15,1,1,26,30,87%
Mariano Ferreira 3,"94'06""",,2,,9,2,7,2,9,2,4,8,2,1,1,4,4,35,39,10,11,49,54,91%
Samir Nasri 10,"94'06""",,-,11,,3,23,9,13,13,11,10,6,6,3,4,5,73,76,31,33,108,114,95%
Joaquín Correa 11,"63'35""",,-,2,4,,2,2,1,2,1,-,-,-,-,0,0,8,8,6,6,14,14,100
Steven N'Zonzi 15,"94'06""",,1,17,28,2,,6,3,11,12,10,5,2,5,4,7,68,70,30,30,102,107,95%
Stevan Joveti? 16,"94'06""",,-,1,4,4,7,,3,2,4,-,-,1,2,1,2,15,20,12,16,28,38,74%
Pablo Sarabia 17,"94'06""",,-,11,12,1,4,3,,1,2,2,-,-,1,3,3,14,17,20,23,37,43,86%
Sergio Escudero 18,"94'06""",,2,1,13,-,8,5,1,,10,1,2,4,-,3,5,29,34,15,15,47,54,87%
Vitolo 20,"94'06""",,-,3,12,3,7,5,5,4,,1,5,3,-,3,4,31,33,14,17,48,54,89%
Adil Rami 23,"94'06""",,5,6,9,-,8,1,3,1,2,,12,1,1,9,13,33,37,7,7,49,57,86%
Clément Lenglet 45,"55'44""",,6,-,8,2,8,3,1,3,6,7,,-,-,7,12,32,33,5,6,44,51,86%
Daniel Carriço 6,"38'22""",,-,1,5,-,8,-,-,5,1,2,-,,3,1,2,16,17,8,9,25,28,89%
Vicente Iborra 8,"30'31""",,-,2,1,-,2,3,2,1,1,2,-,3,,0,0,12,13,5,6,17,19,89%
Total passes received:,,,16,55,105,18,91,40,41,49,55,45,38,24,17,49,71,381,412,164,180,594,663,90%
