enneth Vermeer 1,"94'08""",,,5,11,3,3,-,3,1,-,4,-,1,-,-,14,19,15,18,2,2,31,39,79%
oby Alderweireld 3,"94'08""",,5,,2,4,2,1,3,-,5,6,-,1,-,-,3,6,22,29,4,6,29,41,71%
Niklas Moisander 4,"94'08""",,8,2,,6,2,3,6,2,1,2,1,-,-,1,5,8,25,33,4,8,34,49,69%
hristian Poulsen 5,"87'10""",,3,5,3,,8,1,2,10,5,6,2,-,-,-,4,7,35,40,6,9,45,56,80%
Christian Eriksen 8,"94'08""",,-,1,2,5,,5,1,9,4,5,6,1,-,1,4,9,25,36,11,20,40,65,62%
Siem de Jong 10,"94'08""",,-,1,1,2,5,,1,2,4,3,2,-,-,1,5,5,10,11,7,16,22,32,69%
Daley Blind 17,"94'08""",,2,-,4,2,5,3,,3,-,-,3,-,-,1,4,6,13,19,6,12,23,37,62%
Lasse Schøne 20,"77'33""",,-,2,3,5,2,1,6,,3,3,3,-,-,-,2,5,13,24,13,17,28,46,61%
Derk Boerrigter 21,"93'04""",,-,-,-,1,4,4,1,2,,5,-,1,-,-,0,2,13,18,5,7,18,27,67%
icardo van Rhijn 24,"94'08""",,1,7,1,7,5,6,-,5,2,,-,-,-,-,2,10,24,34,8,11,34,55,62%
Ryan Babel 49,"94'08""",,1,-,-,1,3,-,2,1,-,1,,-,-,-,2,5,5,16,2,6,9,27,33%
Eyong Enoh 6,"16'35""",,-,1,-,1,-,-,-,-,-,2,-,,-,-,0,0,2,4,2,4,4,8,50%
Tobias Sana 19,"1'04""",,-,-,-,-,-,-,-,-,-,-,-,-,,-,0,0,0,0,0,0,0,0,0%
Viktor Fischer 39,"6'58""",,-,-,1,-,1,1,-,-,-,-,-,1,-,,0,0,3,3,1,1,4,4,100
Total passes received:,,,20,24,28,37,40,25,25,35,24,37,17,5,0,4,45,82,205,285,71,119,321,486,66%
