Salvatore Sirigu 30,"92'31""",,,4,-,4,3,1,1,2,1,2,1,-,-,9,16,8,8,2,2,19,26,73%
Thiago Silva 2,"92'31""",,2,,11,5,4,8,11,-,3,7,3,4,6,5,7,48,52,11,13,64,72,89%
Thiago Motta 8,"92'31""",,-,11,,17,7,4,13,2,11,33,9,8,4,11,16,77,80,31,35,119,131,91%
latan Ibrahimovi? 10,"92'31""",,-,3,18,,1,4,9,2,10,16,8,7,4,3,4,46,51,33,43,82,98,84%
Alex 13,"92'31""",,4,10,9,1,,-,1,-,4,11,3,1,1,3,3,31,32,11,14,45,49,92%
Blaise Matuidi 14,"66'56""",,-,3,6,7,2,,6,2,1,5,2,-,-,1,3,22,25,11,21,34,49,69%
Maxwell 17,"92'31""",,-,7,14,12,1,14,,6,-,7,3,4,3,2,3,37,42,32,38,71,83,86%
Ezequiel Lavezzi 22,"75'59""",,-,1,2,7,-,1,4,,2,-,1,1,-,2,2,11,13,6,10,19,25,76%
ory van der Wiel 23,"92'31""",,1,1,12,10,3,-,-,1,,5,30,6,3,3,4,43,54,26,30,72,88,82%
Marco Verratti 24,"92'31""",,2,8,27,14,6,8,11,1,15,,5,5,3,13,14,55,58,37,40,105,112,94%
Lucas 29,"92'31""",,-,-,6,11,3,2,-,3,15,8,,4,5,4,4,29,33,24,33,57,70,81%
Yohan Cabaye 4,"25'36""",,-,1,10,4,2,-,6,1,4,4,2,,1,1,2,19,20,15,19,35,41,85%
Javier Pastore 27,"16'33""",,-,5,5,2,2,-,2,-,4,3,3,1,,3,3,19,21,5,6,27,30,90%
Total passes received:,,,9,54,120,94,34,42,64,20,70,101,70,41,30,60,81,445,489,244,304,749,874,86%
