ter Stegen 1,"93'14""",,,1,2,3,1,1,1,-,8,5,8,-,-,6,7,23,23,1,1,30,31,97%
Ivan Rakiti? 4,"77'26""",,-,,6,16,4,6,7,5,1,8,1,-,-,2,2,26,28,26,29,54,59,92%
Sergio Busquets 5,"93'14""",,4,6,,15,11,5,12,3,10,7,10,3,-,5,5,57,60,24,26,86,91,95%
Dani Alves 6,"93'14""",,1,19,6,,3,3,24,2,10,2,-,6,-,8,9,34,39,34,40,76,88,86%
Andrés Iniesta 8,"72'47""",,1,7,8,2,,8,10,14,2,11,3,-,-,5,6,42,44,19,20,66,70,94%
Luis Suárez 9,"93'14""",,-,4,7,3,4,,6,5,-,3,1,1,-,1,4,14,19,19,22,34,45,76%
Lionel Messi 10,"93'14""",,1,6,15,16,11,3,,13,-,4,2,3,-,4,6,40,46,30,32,74,84,88%
Neymar 11,"93'14""",,-,5,3,4,8,5,22,,-,6,1,-,4,6,6,28,31,24,29,58,66,88%
Javier Mascherano 14,"93'14""",,7,1,6,8,1,1,2,-,,6,8,2,2,3,5,38,41,3,3,44,49,90%
Jordi Alba 18,"93'14""",,1,6,9,-,14,3,3,17,2,,9,-,1,3,6,40,44,22,25,65,75,87%
Jérémy Mathieu 24,"93'14""",,8,1,6,3,7,-,-,4,7,13,,-,3,5,5,42,44,5,6,52,55,95%
Arda Turan 7,"15'48""",,-,-,3,9,-,1,4,-,3,-,-,,-,0,1,9,9,11,11,20,21,95%
Sergi Roberto 20,"20'27""",,-,-,2,-,-,3,1,2,-,1,-,2,,1,1,5,6,5,5,11,12,92%
Total passes received:,,,23,56,73,79,64,39,92,65,43,66,43,17,10,49,63,398,434,223,249,670,746,90%
