ndré ter Stegen 1,"94'15""",,,12,5,4,-,-,-,3,2,2,7,-,-,3,5,32,32,0,0,35,37,95%
Gerard Piqué 3,"94'15""",,6,,4,11,-,7,2,8,6,8,31,2,3,12,15,70,74,6,7,88,96,92%
ergio Busquets 5,"94'15""",,2,12,,11,1,7,2,4,6,5,2,2,-,7,7,42,45,5,6,54,58,93%
Andrés Iniesta 8,"71'53""",,-,14,9,,-,8,11,13,2,1,8,-,1,10,11,47,50,10,11,67,72,93%
Luis Suárez 9,"94'15""",,-,-,4,2,,3,3,1,-,2,1,-,1,0,0,10,10,7,10,17,20,85%
Lionel Messi 10,"94'15""",,-,1,5,7,4,,6,2,2,3,-,-,-,2,5,12,15,16,19,30,39,77%
Neymar 11,"94'15""",,-,2,1,6,7,7,,8,-,2,2,-,-,0,1,19,25,16,17,35,43,81%
Jordi Alba 18,"94'15""",,3,2,1,11,3,2,20,,-,-,9,-,1,4,8,27,28,21,23,52,59,88%
Sergi Roberto 20,"94'15""",,1,8,5,1,1,2,-,1,,9,1,-,2,0,1,23,24,8,9,31,34,91%
André Gomes 21,"57'51""",,1,9,7,1,-,3,-,-,7,,2,-,-,2,2,21,22,7,8,30,32,94%
Samuel Umtiti 23,"94'15""",,9,18,5,11,3,1,7,14,1,1,,1,-,6,6,57,58,8,9,71,73,97%
Ivan Rakiti? 4,"22'22""",,-,1,2,-,1,-,1,1,-,-,-,,-,0,1,5,6,1,2,6,9,67%
Rafinha 12,"36'24""",,-,1,3,-,-,-,-,-,1,-,-,1,,0,0,2,2,4,6,6,8,75%
Total passes received:,,,22,80,51,65,20,40,52,55,27,33,63,6,8,46,62,367,391,109,127,522,580,90%
