rc-André ter Stegen 1,"92'02""",,,7,-,-,-,-,-,2,1,-,8,-,-,2,3,13,13,3,3,18,19,95%
Gerard Piqué 3,"92'02""",,4,,6,7,5,12,-,6,15,4,15,1,2,8,9,58,58,11,12,77,79,97%
Ivan Rakiti? 4,"45'01""",,-,5,,9,1,4,2,2,10,2,3,-,-,4,4,22,23,12,13,38,40,95%
Sergio Busquets 5,"60'45""",,-,6,11,,2,11,3,9,5,11,2,7,-,9,9,44,48,14,16,67,73,92%
Luis Suárez 9,"92'02""",,-,-,-,1,,10,1,2,3,4,-,1,1,3,3,9,12,11,15,23,30,77%
Lionel Messi 10,"92'02""",,-,6,3,6,7,,13,4,8,11,-,8,2,3,5,39,45,26,35,68,85,80%
Neymar 11,"92'02""",,-,2,2,-,4,14,,12,2,6,1,7,1,4,5,23,29,24,36,51,70,73%
Jordi Alba 18,"92'02""",,1,2,-,5,3,1,30,,-,21,15,13,2,2,2,53,55,38,42,93,99,94%
Sergi Roberto 20,"92'02""",,2,7,7,6,2,20,-,-,,7,-,5,10,2,2,39,40,25,28,66,70,94%
André Gomes 21,"92'02""",,-,8,3,14,3,6,14,16,9,,12,6,8,3,3,70,72,26,28,99,103,96%
Samuel Umtiti 23,"92'02""",,1,22,-,8,1,1,4,24,-,10,,1,5,7,7,61,63,9,10,77,80,96%
Andrés Iniesta 8,"47'01""",,-,1,-,8,-,7,9,11,4,7,3,,5,4,6,30,34,21,23,55,63,87%
Rafinha 12,"31'17""",,1,4,-,-,2,4,1,5,5,10,4,4,,4,4,27,28,9,9,40,41,98%
Total passes received:,,,9,70,32,64,30,90,77,93,62,93,63,53,36,55,62,488,520,229,270,772,852,91%
