Fraser Forster 1,"96'16""",,,1,-,1,-,1,-,1,-,-,-,-,-,2,13,2,4,0,0,4,17,24%
Emilio Izaguirre 3,"96'16""",,-,,2,4,3,13,2,2,1,4,1,-,-,3,5,19,28,10,13,32,46,70%
Efe Ambrose 4,"96'16""",,2,-,,4,5,-,1,3,8,2,1,1,-,5,8,18,21,4,6,27,35,77%
Kelvin Wilson 6,"96'16""",,5,6,7,,2,2,-,2,-,1,1,-,-,2,5,20,27,4,9,26,41,63%
Scott Brown 8,"96'16""",,-,2,4,-,,3,1,3,9,1,1,3,2,4,5,21,30,4,11,29,46,63%
iorgos Samaras 9,"96'16""",,-,5,-,2,2,,1,3,2,2,-,2,-,2,5,11,17,6,8,19,30,63%
Kris Commons 15,"96'16""",,-,-,1,1,-,1,,1,2,3,6,1,-,2,5,9,17,5,6,16,28,57%
Charlie Mulgrew 21,"81'00""",,1,7,1,4,2,2,-,,2,2,1,-,1,0,4,16,25,7,12,23,41,56%
Mikael Lustig 23,"96'16""",,1,-,4,3,9,1,4,2,,3,5,-,5,5,8,24,36,8,14,37,58,64%
Victor Wanyama 67,"70'52""",,-,2,3,1,3,-,5,5,5,,1,-,-,1,2,16,18,8,10,25,30,83%
Gary Hooper 88,"96'16""",,1,-,-,1,1,2,1,-,3,1,,1,-,4,7,5,9,2,6,11,22,50%
Joe Ledley 16,"15'16""",,-,-,-,-,1,1,1,-,1,-,-,,2,2,2,3,4,1,1,6,7,86%
James Forrest 49,"25'24""",,-,-,-,-,2,-,-,-,4,-,1,-,,0,0,5,11,2,2,7,13,54%
Total passes received:,,,10,23,22,21,30,26,16,22,37,19,18,8,10,32,69,169,247,61,98,262,414,63%
