Andriy Pyatov 30,"95'35""",,,3,3,-,2,2,-,6,-,1,2,-,1,4,22,15,18,1,1,20,41,49%
Olexandr Kucher 5,"95'35""",,4,,1,6,4,-,1,2,3,8,11,1,1,4,7,32,35,6,8,42,50,84%
Taras Stepanenko 6,"95'35""",,2,4,,5,2,-,1,4,-,5,3,-,1,2,5,20,24,5,6,27,35,77%
Fernandinho 7,"95'35""",,-,1,4,,7,2,6,8,4,12,2,1,3,4,6,39,48,7,12,50,66,76%
Willian 10,"95'35""",,2,1,5,15,,-,-,11,1,7,3,-,-,6,7,32,38,7,10,45,55,82%
Eduardo 11,"47'06""",,-,-,-,-,-,,4,-,2,1,-,-,-,0,0,3,4,4,7,7,11,64%
Henrikh Mkhitaryan 22,"95'35""",,1,-,-,2,8,1,,5,1,5,-,4,-,2,3,17,25,8,12,27,40,68%
R?zvan Ra? 26,"95'35""",,1,1,5,6,10,1,8,,2,-,9,-,2,7,13,30,39,8,11,45,63,71%
Alex Teixeira 29,"66'28""",,-,1,2,5,2,-,1,1,,6,-,-,-,0,2,11,15,7,9,18,26,69%
Darijo Srna 33,"95'35""",,3,9,5,10,5,1,5,3,4,,-,2,2,9,12,31,47,9,15,49,74,66%
Yaroslav Rakitskiy 44,"95'35""",,5,9,1,2,5,1,2,5,2,-,,2,-,7,14,23,31,4,5,34,50,68%
Marko Devi? 18,"48'29""",,-,-,1,1,1,-,1,1,-,2,-,,-,0,0,6,7,1,4,7,11,64%
Ilsinho 77,"29'07""",,-,-,-,1,-,-,1,-,-,6,-,1,,0,2,8,9,1,3,9,14,64%
Total passes received:,,,18,29,27,53,46,8,30,46,19,53,30,11,10,45,93,267,340,68,103,380,536,71%
