Petr ?ech 1,"94'03""",,,1,-,11,-,3,3,6,2,1,5,-,1,13,15,20,21,0,0,33,36,92%
ranislav Ivanovi? 2,"94'03""",,6,,1,2,8,3,4,7,6,-,11,1,1,5,7,35,42,10,12,50,61,82%
Ashley Cole 3,"94'03""",,-,2,,12,1,5,2,2,6,9,2,2,3,2,3,28,34,16,21,46,58,79%
David Luiz 4,"94'03""",,7,5,13,,5,12,2,2,6,1,19,-,-,13,21,52,56,7,8,72,85,85%
Ramires 7,"94'03""",,1,4,1,5,,8,3,5,4,4,9,2,-,1,2,23,28,22,29,46,59,78%
Frank Lampard 8,"94'03""",,-,-,8,11,2,,4,5,13,2,3,2,-,3,7,36,43,11,13,50,63,79%
Fernando Torres 9,"94'03""",,-,2,-,-,2,3,,2,5,4,-,1,1,1,3,11,17,8,10,20,30,67%
Juan Mata 10,"83'23""",,-,5,1,5,4,4,3,,5,4,3,-,2,5,7,25,29,6,13,36,49,73%
Oscar 11,"94'03""",,-,4,5,10,7,6,3,9,,7,4,1,1,3,4,39,49,15,19,57,72,79%
Victor Moses 13,"65'36""",,-,1,6,2,4,2,4,1,3,,1,-,-,2,3,15,23,7,10,24,36,67%
Gary Cahill 24,"94'03""",,10,14,3,12,7,3,1,6,3,-,,1,-,9,12,45,49,6,6,60,67,90%
John Obi Mikel 12,"10'40""",,-,1,1,4,3,1,-,-,2,-,1,,-,0,0,13,13,0,0,13,13,100%
Eden Hazard 17,"28'27""",,-,1,1,-,1,-,1,1,2,-,-,1,,0,1,4,8,4,5,8,14,57%
Total passes received:,,,24,40,40,74,44,50,30,46,57,32,58,11,9,57,85,346,412,112,146,515,643,80%
