Keylor Navas 1,"95'35""",,,3,11,-,-,-,1,1,3,-,1,-,-,2,6,17,17,1,1,20,24,83%
Pepe 3,"95'35""",,4,,6,2,1,2,3,4,5,-,9,-,-,5,10,20,21,11,13,36,44,82%
Sergio Ramos 4,"95'35""",,5,3,,14,-,1,20,5,2,3,5,3,-,4,7,48,50,9,9,61,66,92%
Toni Kroos 8,"91'11""",,-,6,6,,5,11,11,12,3,9,12,2,-,9,9,54,57,14,15,77,81,95%
Karim Benzema 9,"47'04""",,-,-,-,1,,1,2,1,2,3,3,-,-,0,0,6,7,7,9,13,16,81%
Gareth Bale 11,"95'35""",,-,1,1,3,2,,5,2,6,5,7,1,1,1,2,22,23,11,12,34,37,92%
Marcelo 12,"95'35""",,1,-,6,12,2,7,,6,-,6,2,2,1,1,4,30,37,14,18,45,59,76%
Casemiro 14,"95'35""",,1,2,6,13,-,3,7,,9,-,9,1,-,8,9,28,32,15,18,51,59,86%
Dani Carvajal 15,"95'35""",,2,5,2,2,1,7,1,3,,7,20,3,-,2,4,35,40,16,17,53,61,87%
Lucas Vázquez 18,"95'35""",,-,-,2,7,3,1,4,3,6,,4,3,-,0,1,13,14,20,22,33,37,89%
Luka Modri? 19,"95'35""",,-,10,6,10,6,13,5,4,21,5,,1,-,6,9,60,64,15,17,81,90,90%
Jesé 20,"48'31""",,-,-,2,2,-,-,3,1,3,1,-,,-,0,1,7,8,5,8,12,17,71%
Isco 22,"4'24""",,-,-,-,-,-,-,1,1,-,-,-,1,,0,1,0,0,3,3,3,4,75%
Total passes received:,,,13,30,48,66,20,46,63,43,60,39,72,17,2,38,63,340,370,141,162,519,595,87%
