Bernd Leno 1,"96'09""",,,1,4,-,1,1,1,1,4,-,-,1,-,-,7,23,6,6,1,1,14,30,47%
Jonathan Tah 4,"96'09""",,4,,-,1,2,-,-,-,2,3,1,-,-,-,4,5,4,7,5,5,13,17,76%
vier Hernández 7,"96'09""",,-,-,,2,1,-,2,1,-,2,1,-,-,2,2,4,3,11,6,9,11,24,46%
Admir Mehmedi 14,"96'09""",,-,-,4,,-,7,2,4,-,1,6,2,-,-,0,1,12,17,14,23,26,41,63%
Baumgartlinger 15,"96'09""",,-,-,2,2,,2,2,3,1,4,9,1,-,-,0,2,6,11,20,25,26,38,68%
Wendell 18,"96'09""",,2,-,2,9,3,,3,4,1,3,1,1,1,-,2,6,13,17,15,22,30,45,67%
Julian Brandt 19,"70'34""",,-,-,2,5,1,5,,1,-,-,5,-,-,-,0,0,9,11,10,14,19,25,76%
harles Aránguiz 20,"86'54""",,1,1,1,7,1,4,6,,-,7,5,-,-,-,6,9,18,22,9,12,33,43,77%
"Ömer Toprak 21","96'09""",,2,2,1,-,-,-,1,1,,1,-,-,-,-,1,5,6,6,1,1,8,12,67%
njamin Henrichs 39,"96'09""",,-,1,1,4,5,1,2,3,-,,8,1,-,1,2,4,14,23,11,14,27,41,66%
Kevin Kampl 44,"85'14""",,1,1,5,2,5,2,3,5,-,2,,-,-,-,2,4,8,13,16,19,26,36,72%
kan Çalhano?lu 10,"25'35""",,-,-,1,1,-,2,-,1,-,-,-,,1,-,0,0,3,4,3,6,6,10,60%
Kai Havertz 29,"9'15""",,-,-,-,1,-,1,-,-,-,-,-,-,,1,1,1,0,0,2,3,3,4,75%
Kevin Volland 31,"10'55""",,-,-,1,-,-,-,-,-,-,-,-,1,-,,0,0,2,2,0,0,2,2,100
Total passes received:,,,10,6,24,34,19,25,22,24,8,23,36,7,2,4,27,64,104,150,113,154,244,368,66%
