David de Gea 1,"93'12""",,,-,2,-,1,2,2,1,2,-,2,2,-,5,9,8,8,1,1,14,18,78%
Rafael 2,"93'12""",,-,,2,2,3,7,6,12,12,3,1,-,8,1,5,39,50,16,18,56,73,77%
Jonny Evans 6,"93'12""",,3,1,,3,1,8,1,4,6,1,14,-,-,1,1,36,39,5,5,42,45,93%
Wayne Rooney 10,"93'12""",,-,4,1,,1,1,2,7,4,2,9,-,1,1,6,20,34,11,15,32,55,58%
Javier Hernández 14,"79'05""",,-,3,-,2,,1,1,1,1,-,-,-,-,0,1,6,7,3,4,9,12,75%
Michael Carrick 16,"93'12""",,1,14,5,1,-,,6,6,10,2,1,-,3,4,5,40,45,5,8,49,58,84%
Robin van Persie 20,"93'12""",,-,1,2,2,2,-,,7,3,2,1,-,2,4,6,13,16,5,8,22,30,73%
Tom Cleverley 23,"93'12""",,-,16,1,5,3,8,1,,17,3,3,-,5,3,6,40,53,19,24,62,83,75%
Darren Fletcher 24,"93'12""",,1,12,7,15,-,6,2,14,,6,10,2,1,9,11,58,67,9,11,76,89,85%
Shinji Kagawa 26,"45'04""",,-,1,4,2,2,3,4,3,4,,4,-,-,2,2,21,26,4,10,27,38,71%
Alexander Büttner 28,"93'12""",,-,-,5,10,-,3,2,4,14,8,,1,-,3,8,34,42,10,12,47,62,76%
Ryan Giggs 11,"14'07""",,1,-,-,-,-,-,-,-,1,-,-,,-,0,1,1,3,1,2,2,6,33%
Nani 17,"48'08""",,-,1,-,-,1,-,1,5,2,-,-,-,,0,0,5,11,5,9,10,20,50%
Total passes received:,,,6,53,29,42,14,39,28,64,76,27,45,5,20,33,61,321,401,94,127,448,589,76%
