David de Gea 1,"94'11""",,,1,-,-,1,2,1,11,1,3,1,-,-,2,9,12,13,13,1,1,23,26,88%
Marcos Rojo 5,"94'11""",,2,,1,2,4,1,5,16,-,13,6,3,-,1,3,8,40,43,11,18,54,69,78%
Juan Mata 8,"73'33""",,-,4,,1,5,1,3,4,4,4,3,-,-,1,6,6,16,19,8,9,30,34,88%
Anthony Martial 9,"65'34""",,-,1,-,,3,-,-,-,-,1,3,-,-,-,0,0,3,7,5,6,8,13,62%
Wayne Rooney 10,"94'11""",,-,1,4,1,,-,5,1,7,4,3,-,-,-,7,7,10,17,9,10,26,34,76%
Chris Smalling 12,"94'11""",,7,2,-,-,-,,8,14,13,3,1,-,-,-,6,7,33,34,9,9,48,50,96%
Michael Carrick 16,"94'11""",,-,14,11,7,8,5,,4,10,11,7,-,-,1,14,17,55,59,9,10,78,86,91%
Daley Blind 17,"94'11""",,7,10,2,1,2,8,17,,3,26,12,-,-,1,12,13,66,68,11,12,89,93,96%
Ashley Young 18,"94'11""",,1,-,9,4,3,9,11,4,,3,4,1,-,1,6,13,32,34,12,13,50,60,83%
Schweinsteiger 31,"88'50""",,1,18,2,2,10,3,10,11,8,,20,1,-,-,11,14,56,59,19,21,86,94,91%
Jesse Lingard 35,"94'11""",,-,16,3,1,3,1,6,2,1,11,,1,-,1,1,2,27,30,18,25,46,57,81%
Memphis Depay 7,"20'38""",,-,1,-,-,-,-,-,-,-,-,1,,-,2,0,0,1,1,3,3,4,4,100
Ander Herrera 21,"5'22""",,-,-,-,-,-,-,-,-,1,-,-,-,,-,0,0,1,1,0,0,1,1,100
Marouane Fellaini 27,"28'37""",,-,1,-,-,1,-,2,-,2,1,1,1,-,,0,0,4,4,5,6,9,10,90%
Total passes received:,,,18,69,32,19,40,30,68,67,50,80,62,7,0,10,75,99,357,389,120,143,552,631,87%
