Yann Sommer 1,"93'08""",,,9,9,-,-,-,1,2,-,4,9,-,-,-,11,15,20,20,3,3,34,38,89%
Jannik Vestergaard 4,"93'08""",,7,,7,11,1,3,11,3,2,2,13,-,1,2,5,7,45,49,13,14,63,70,90%
Tobias Strobl 5,"76'31""",,5,8,,14,1,9,2,1,6,1,5,-,-,-,1,6,35,36,16,16,52,58,90%
Christoph Kramer 6,"93'08""",,1,15,14,,8,6,5,4,9,1,6,4,-,-,3,4,52,54,18,22,73,80,91%
Thorgan Hazard 10,"69'00""",,-,3,4,5,,5,7,1,1,2,1,-,-,-,2,2,21,27,7,13,29,41,71%
Lars Stindl 13,"80'54""",,-,-,3,9,6,,3,5,5,8,3,-,-,-,3,3,29,31,10,14,42,48,88%
Oscar Wendt 17,"93'08""",,4,5,7,4,8,7,,2,-,3,5,-,1,-,3,4,34,36,9,10,46,50,92%
Fabian Johnson 19,"93'08""",,1,1,-,4,6,2,1,,2,1,1,1,2,-,1,1,14,16,7,7,22,24,92%
Julian Korb 27,"74'33""",,-,-,9,11,4,2,-,1,,-,5,1,-,-,0,1,24,26,9,12,33,39,85%
André Hahn 28,"93'08""",,-,1,1,2,-,2,3,-,1,,1,1,-,-,0,0,10,17,2,2,12,19,63%
Nico Elvedi 30,"93'08""",,3,15,-,8,4,5,10,4,8,1,,-,-,-,2,2,40,44,16,16,58,62,94%
Patrick Herrmann 7,"24'08""",,-,1,-,2,-,1,-,-,-,-,1,,1,-,1,1,5,6,0,3,6,10,60%
Raffael 11,"12'14""",,-,1,-,-,-,-,-,-,-,2,-,1,,-,1,1,3,3,0,0,4,4,100
Tony Jantschke 24,"16'37""",,1,-,-,-,-,-,-,-,-,-,-,-,-,,0,1,1,3,0,0,1,4,25%
Total passes received:,,,22,59,54,70,38,42,43,23,34,25,50,8,5,2,33,48,333,368,110,132,475,547,87%
