David de Gea 1,"94'18""",,,1,3,1,-,1,-,8,-,1,2,2,-,18,31,0,1,1,1,19,33,58%
Patrice Evra 3,"94'18""",,3,,-,6,2,1,5,2,2,-,4,1,1,1,3,12,18,14,17,27,38,71%
Phil Jones 4,"94'18""",,2,-,,2,4,1,1,-,8,20,2,-,-,2,2,23,35,15,21,40,58,69%
Wayne Rooney 10,"94'18""",,1,1,5,,-,2,3,2,2,5,2,-,-,2,6,10,15,11,20,23,41,56%
Chris Smalling 12,"94'18""",,2,-,4,1,,2,1,-,-,4,1,-,1,4,12,12,19,0,3,16,34,47%
Nemanja Vidi? 15,"94'18""",,5,2,-,1,3,,4,1,-,-,4,1,-,3,8,14,15,4,6,21,29,72%
Michael Carrick 16,"94'18""",,1,2,4,3,3,1,,-,4,3,5,-,-,2,5,13,19,11,14,26,38,68%
Danny Welbeck 19,"81'25""",,-,1,-,5,-,-,-,,2,1,5,-,-,1,2,8,22,5,9,14,33,42%
Darren Fletcher 24,"76'11""",,-,1,5,1,1,1,3,5,,1,3,-,-,4,7,8,12,9,15,21,34,62%
Antonio Valencia 25,"94'18""",,-,1,4,8,1,-,3,5,4,,4,-,-,3,9,12,17,15,28,30,54,56%
Shinji Kagawa 26,"94'18""",,-,5,3,4,2,2,3,4,1,3,,-,-,3,3,10,14,14,22,27,39,69%
avier Hernández 14,"18'07""",,-,1,-,-,-,1,1,-,-,1,-,,-,0,0,3,5,1,1,4,6,67%
Adnan Januzaj 44,"12'52""",,-,-,-,-,-,-,-,-,-,-,-,-,,0,0,0,0,0,1,0,1,0%
Total passes received:,,,14,15,28,32,16,12,24,27,23,39,32,4,2,43,88,125,192,100,158,268,438,61%
