Bernd Leno 1,"92'30""",,,5,7,1,-,1,-,4,-,1,1,-,-,2,9,15,15,3,3,20,27,74%
André Ramalho 2,"92'30""",,4,,13,1,3,-,13,4,5,2,11,1,-,2,3,46,51,9,11,57,65,88%
Jonathan Tah 4,"92'30""",,2,13,,-,1,2,-,8,15,8,8,-,-,4,5,45,50,8,9,57,64,89%
avier Hernández 7,"92'30""",,-,-,1,,2,1,1,2,-,2,2,-,1,1,1,3,4,8,11,12,16,75%
akan Çalhano?lu 10,"77'25""",,-,2,1,5,,6,8,9,2,5,8,-,-,7,8,23,32,16,21,46,61,75%
Admir Mehmedi 14,"88'12""",,-,-,-,2,7,,3,4,2,3,7,-,-,1,2,13,17,14,16,28,35,80%
Wendell 18,"92'30""",,5,4,2,1,12,9,,8,-,3,6,2,-,3,4,29,34,20,27,52,65,80%
hristoph Kramer 23,"92'30""",,1,12,10,2,7,5,11,,10,7,13,-,-,3,5,49,50,26,30,78,85,92%
Giulio Donati 26,"92'30""",,2,1,8,3,4,5,1,3,,16,5,2,-,5,9,37,42,8,9,50,60,83%
Karim Bellarabi 38,"92'30""",,-,1,2,3,5,6,3,8,8,,3,1,-,1,2,23,24,16,20,40,46,87%
Kevin Kampl 44,"92'30""",,1,5,6,-,7,5,18,14,7,5,,-,-,2,2,48,51,18,22,68,75,91%
Julian Brandt 19,"15'05""",,-,-,-,-,-,-,-,1,-,3,1,,-,0,0,0,1,5,6,5,7,71%
ladlen Yurchenko 35,"4'18""",,-,-,-,-,-,-,-,-,-,-,-,-,,0,0,0,0,0,0,0,0,0%
Total passes received:,,,15,43,50,18,48,40,58,65,49,55,65,6,1,31,50,331,371,151,185,513,606,85%
