Silvio Proto 1,"95'02""",,,3,1,3,6,-,-,5,2,-,4,-,-,17,28,7,7,0,0,24,35,69%
Fabrice N'Sakala 2,"95'02""",,-,,4,2,2,5,-,4,2,2,3,6,2,3,8,16,27,13,23,32,58,55%
Olivier Deschacht 3,"55'27""",,1,8,,1,1,1,-,-,-,-,2,-,-,0,2,11,14,3,4,14,20,70%
Dennis Praet 10,"95'02""",,-,4,1,,1,5,3,5,2,4,2,1,-,7,8,16,25,5,7,28,40,70%
Bram Nuytinck 14,"73'29""",,7,7,2,1,,6,-,3,1,1,1,1,-,7,8,18,21,5,7,30,36,83%
Cheikhou Kouyaté 16,"95'02""",,3,6,6,4,1,,1,5,6,4,3,1,-,5,7,26,33,9,14,40,54,74%
Massimo Bruno 17,"95'02""",,1,-,-,3,-,1,,1,-,4,2,-,2,2,3,7,20,5,13,14,36,39%
Chancel Mbemba 22,"95'02""",,9,1,-,3,5,3,2,,3,5,4,4,1,8,12,25,31,7,8,40,51,78%
Guillaume Gillet 30,"95'02""",,-,2,-,2,1,3,3,2,,3,4,2,-,2,4,12,17,8,13,22,34,65%
thony Vanden Borre 39,"95'02""",,-,3,-,2,2,4,7,7,4,,6,-,1,3,5,21,32,12,14,36,51,71%
Aleksandar Mitrovi? 45,"95'02""",,-,5,-,5,-,2,3,-,3,-,,-,1,0,0,8,13,11,14,19,27,70%
Frank Acheampong 18,"39'35""",,-,4,-,-,-,1,-,-,1,-,1,,3,0,0,6,11,4,5,10,16,62%
Ronald Vargas 70,"21'33""",,-,1,-,-,-,-,1,1,-,1,1,1,,2,4,2,5,2,3,6,12,50%
Total passes received:,,,21,44,14,26,19,31,20,33,24,24,33,16,10,56,89,175,256,84,125,315,470,67%
