Andriy Pyatov 30,"94'17""",,,11,1,2,1,1,1,-,9,9,-,-,1,-,10,16,24,25,2,2,36,43,84%
Olexandr Kucher 5,"94'17""",,4,,5,11,5,-,2,2,15,4,2,1,1,1,5,7,37,40,11,11,53,58,91%
aras Stepanenko 6,"51'07""",,-,5,,4,-,2,1,3,1,6,2,-,-,-,2,3,16,16,6,6,24,25,96%
Fred 8,"94'17""",,3,4,2,,16,-,8,12,21,4,6,2,3,1,14,15,43,48,25,27,82,90,91%
Marlos 11,"75'08""",,-,7,-,15,,-,4,5,11,2,1,-,-,-,5,5,21,22,19,21,45,48,94%
Olexandr Gladkiy 21,"82'25""",,-,-,-,1,1,,1,4,-,1,-,-,1,-,0,2,6,6,3,7,9,15,60%
Taison 28,"67'40""",,-,1,3,8,5,2,,7,1,7,9,-,-,-,5,6,21,21,17,17,43,44,98%
Alex Teixeira 29,"94'17""",,-,-,4,13,8,4,8,,8,3,3,3,2,1,4,4,25,26,28,31,57,61,93%
Darijo Srna 33,"94'17""",,6,18,2,15,10,2,1,9,,2,2,1,1,1,7,12,46,46,17,18,70,76,92%
aroslav Rakitskiy 44,"94'17""",,10,4,-,5,-,1,8,7,6,,6,2,4,1,11,13,32,34,11,12,54,59,92%
Márcio Azevedo 66,"94'17""",,-,-,3,3,1,2,9,4,-,9,,2,1,-,0,0,21,21,13,13,34,34,100
Bernard 10,"11'52""",,-,1,-,3,-,-,-,2,-,1,-,,4,-,0,0,3,3,8,8,11,11,100
aksym Malyshev 17,"26'37""",,2,2,-,2,1,1,-,2,3,2,1,3,,1,1,1,14,14,5,5,20,20,100
Viktor Kovalenko 74,"19'09""",,-,-,-,2,-,-,-,2,-,-,-,-,1,,0,0,1,1,4,4,5,5,100
Total passes received:,,,25,53,20,84,48,15,43,59,75,50,32,14,19,6,64,84,310,323,169,182,543,589,92%
