Mikhail Kerzhakov 41,"94'12""",,,-,-,1,-,2,-,-,4,1,1,-,-,-,8,15,1,1,0,0,9,16,56%
Aleksandr Anyukov 2,"94'12""",,-,,-,1,6,1,1,-,-,4,2,-,-,1,2,3,9,12,5,6,16,21,76%
Domenico Criscito 4,"94'12""",,1,-,,6,-,4,3,1,2,2,4,-,-,-,3,6,16,21,4,6,23,33,70%
Nicolas Lombaerts 6,"94'12""",,2,-,9,,-,3,3,2,-,13,3,-,-,-,3,4,29,30,3,3,35,37,95%
Hulk 7,"94'12""",,-,2,-,-,,8,3,2,3,-,3,-,1,-,0,2,11,16,11,11,22,29,76%
Danny 10,"89'23""",,-,7,3,1,11,,5,4,4,2,10,-,-,3,3,4,34,39,13,14,50,57,88%
Oleg Shatov 17,"94'12""",,-,-,3,3,5,2,,2,1,1,5,-,-,-,1,4,18,20,3,5,22,29,76%
Javi García 21,"84'19""",,-,3,1,2,1,7,1,,-,7,-,-,-,-,4,4,16,16,2,4,22,24,92%
Artem Dzyuba 22,"75'41""",,-,-,1,-,1,4,1,-,,1,2,-,-,-,0,0,3,4,7,7,10,11,91%
Ezequiel Garay 24,"94'12""",,2,4,1,11,2,5,1,5,2,,7,-,-,1,7,12,31,32,3,3,41,47,87%
Axel Witsel 28,"94'12""",,-,2,4,5,9,14,3,3,1,3,,-,-,1,1,3,29,29,15,16,45,48,94%
leksandr Ryazantsev 5,"4'49""",,-,-,-,-,-,-,-,-,-,-,-,,-,-,0,0,0,0,0,0,0,0,0%
Luís Neto 13,"9'53""",,-,2,1,-,1,-,-,-,-,-,-,-,,-,0,0,4,4,0,0,4,4,100
Artur Yusupov 14,"18'31""",,-,-,-,-,1,1,1,-,-,-,-,-,3,,0,0,4,4,2,2,6,6,100
Total passes received:,,,5,20,23,30,37,51,22,19,17,34,37,0,4,6,32,57,205,228,68,77,305,362,84%
