Fraser Forster 1,"93'04""",,,1,1,3,2,1,2,3,1,-,1,2,1,10,18,8,9,0,2,18,29,62%
Adam Matthews 2,"93'04""",,5,,-,5,1,9,5,1,3,6,1,2,-,7,11,23,35,8,16,38,62,61%
Emilio Izaguirre 3,"65'51""",,-,-,,7,5,-,3,8,1,-,2,-,-,4,8,20,29,2,9,26,46,57%
Kelvin Wilson 6,"93'04""",,5,2,12,,1,4,1,-,4,-,5,-,-,2,4,28,31,4,6,34,41,83%
Nicolás Fedor 7,"93'04""",,-,1,1,-,,-,2,1,-,-,1,-,2,0,0,5,12,3,11,8,23,35%
Scott Brown 8,"93'04""",,-,7,5,2,-,,2,2,2,4,3,-,1,1,5,17,27,10,13,28,45,62%
Kris Commons 15,"93'04""",,-,-,1,1,5,2,,3,1,2,3,1,-,4,9,10,18,5,14,19,41,46%
Charlie Mulgrew 21,"93'04""",,-,1,3,1,3,3,5,,1,-,3,-,2,3,6,13,25,6,11,22,42,52%
Mikael Lustig 23,"62'36""",,-,6,1,2,1,1,1,-,,1,-,-,-,3,6,10,16,0,0,13,22,59%
James Forrest 49,"93'04""",,-,4,2,-,-,2,-,2,1,,1,-,2,2,2,8,12,4,10,14,24,58%
Victor Wanyama 67,"93'04""",,1,1,3,3,2,4,1,4,2,3,,-,1,1,1,21,32,3,8,25,41,61%
Thomas Rogne 25,"30'28""",,-,4,-,-,-,-,-,1,-,-,1,,-,0,1,6,6,0,0,6,7,86%
Gary Hooper 88,"27'13""",,-,1,-,-,1,-,3,1,-,-,1,-,,1,1,5,7,1,2,7,10,70%
Total passes received:,,,11,28,29,24,21,26,25,27,16,16,22,5,9,38,72,174,259,46,102,258,433,60%
