Rui Patrício 1,"95'05""",,,1,-,4,7,2,-,1,5,-,2,-,-,-,9,18,13,13,0,0,22,31,71%
Bryan Ruiz 10,"66'40""",,-,,2,-,6,3,2,2,3,-,-,-,-,-,2,3,7,8,9,9,18,20,90%
Bruno César 11,"61'56""",,-,1,,1,5,2,5,3,2,-,3,-,-,-,1,3,13,16,8,9,22,28,79%
Sebastián Coates 13,"95'05""",,6,-,1,,8,1,4,3,2,3,1,1,-,-,5,6,16,17,9,9,30,32,94%
William Carvalho 14,"95'05""",,3,2,6,3,,8,17,5,11,4,11,3,1,2,9,10,50,52,17,18,76,80,95%
João Pereira 21,"63'51""",,-,1,5,3,5,,3,-,-,-,10,-,-,-,0,2,19,20,8,11,27,33,82%
Adrien Silva 23,"95'05""",,-,3,6,1,12,3,,4,9,4,5,2,3,1,3,3,32,34,18,21,53,58,91%
Bas Dost 28,"75'58""",,-,3,3,-,3,1,3,,1,1,2,-,1,-,0,0,10,12,8,10,18,22,82%
Marvin Zeegelaar 31,"95'05""",,2,9,-,1,4,-,5,1,,6,1,-,9,-,2,3,21,22,15,16,38,41,93%
Ruben Semedo 35,"95'05""",,7,2,1,2,7,2,2,-,5,,1,-,-,-,2,2,21,22,6,6,29,30,97%
Gelson Martins 77,"95'05""",,-,-,6,1,7,8,2,1,-,-,,8,1,-,0,0,18,24,16,18,34,42,81%
Ezequiel Schelotto 2,"28'25""",,-,-,-,-,2,-,1,2,-,-,2,,1,-,0,0,4,6,4,5,8,11,73%
Joel Campbell 7,"33'09""",,-,-,-,-,2,-,4,1,2,-,1,-,,-,1,1,5,6,4,4,10,11,91%
André 16,"19'07""",,-,-,-,-,-,-,2,-,-,-,-,-,-,,0,0,0,0,2,2,2,2,100
Total passes received:,,,18,22,30,16,68,30,50,23,40,18,39,14,16,3,34,51,229,252,124,138,387,441,88%
