Marco Amelia 1,"94'27""",,,-,9,-,5,2,3,1,4,-,2,-,-,10,19,15,16,1,1,26,36,72%
Mattia De Sciglio 2,"94'27""",,1,,2,3,-,7,1,2,3,1,1,1,-,1,3,17,23,4,6,22,32,69%
Philippe Mexès 5,"94'27""",,4,3,,2,3,15,3,2,3,7,4,-,-,9,13,25,32,12,12,46,57,81%
iampaolo Pazzini 11,"94'27""",,-,-,1,,1,-,1,2,-,2,1,-,-,0,0,6,14,2,9,8,23,35%
rancesco Acerbi 13,"79'22""",,3,2,1,2,,4,2,6,2,4,3,-,-,7,15,16,20,6,15,29,50,58%
ccardo Montolivo 18,"94'27""",,-,10,3,4,3,,-,4,6,3,2,1,-,4,10,21,30,11,17,36,57,63%
Kévin Constant 21,"69'44""",,1,1,1,1,7,2,,2,1,-,4,-,-,1,3,14,22,5,8,20,33,61%
ssimo Ambrosini 23,"94'27""",,1,-,5,1,4,3,2,,2,1,5,-,1,4,9,17,27,4,8,25,44,57%
Daniele Bonera 25,"94'27""",,4,1,8,2,3,2,-,3,,2,1,-,-,5,10,19,23,2,7,26,40,65%
rby Emanuelson 28,"94'27""",,1,4,2,-,1,5,-,3,-,,4,2,1,5,5,14,21,4,7,23,33,70%
han El Shaarawy 92,"94'27""",,-,1,-,2,2,2,5,-,2,3,,-,-,3,4,8,21,6,12,17,37,46%
Pato 9,"24'43""",,-,-,-,-,-,-,-,-,-,-,1,,-,0,0,1,2,0,1,1,3,33%
Bojan Krki? 22,"15'05""",,-,-,-,-,-,1,-,-,1,1,-,-,,0,0,2,3,1,1,3,4,75%
Total passes received:,,,15,22,32,17,29,43,17,25,24,24,28,4,2,49,91,175,254,58,104,282,449,63%
