Wojciech Szcz?sny 25,"94'17""",,,6,-,1,-,4,2,-,-,1,7,-,-,7,10,13,13,1,1,21,24,88%
Antonio Rüdiger 2,"94'17""",,8,,4,2,-,3,1,3,6,1,5,-,-,3,3,23,28,7,9,33,40,82%
Lucas Digne 3,"94'17""",,-,4,,-,4,-,1,6,4,1,-,-,2,0,2,12,19,10,11,22,32,69%
Radja Nainggolan 4,"94'17""",,2,-,2,,2,6,3,7,3,4,2,6,1,4,5,25,26,9,11,38,42,90%
Juan Manuel Iturbe 7,"60'04""",,-,1,2,1,,3,-,-,-,-,-,-,-,0,0,4,5,3,4,7,9,78%
Edin Džeko 9,"94'17""",,-,-,2,1,2,,1,4,1,-,1,1,-,0,3,8,11,5,6,13,20,65%
Iago Falqué 14,"83'41""",,-,1,7,7,1,3,,2,3,4,2,2,-,2,2,17,20,13,14,32,36,89%
Miralem Pjani? 15,"94'17""",,-,4,1,5,-,5,7,,8,4,6,1,2,2,3,26,27,15,18,43,48,90%
Daniele De Rossi 16,"94'17""",,1,7,5,6,-,4,4,10,,6,5,-,2,4,7,32,35,14,15,50,57,88%
Alessandro Florenzi 24,"94'17""",,4,2,1,2,-,-,4,2,3,,4,2,-,3,7,18,25,3,4,24,36,67%
Kostas Manolas 44,"94'17""",,4,4,1,2,2,1,1,3,10,11,,-,-,5,10,26,27,8,9,39,46,85%
Mohamed Salah 11,"34'13""",,-,-,-,1,-,3,2,2,2,1,-,,-,0,0,6,7,5,6,11,13,85%
Salih Uçan 48,"10'35""",,-,-,2,1,-,1,-,-,2,-,-,-,,0,1,4,4,2,2,6,7,86%
Total passes received:,,,19,29,27,29,11,33,26,39,42,33,32,12,7,30,53,214,247,95,110,339,410,83%
