Johan Wiland 1,"97'09""",,,-,2,-,1,2,-,-,-,7,1,-,-,11,23,2,2,0,0,13,25,52%
Pa Konate 2,"97'09""",,2,,-,1,-,2,1,-,-,4,1,-,-,0,1,7,10,4,5,11,16,69%
Anton Tinnerholm 3,"97'09""",,-,-,,1,1,2,1,10,-,1,2,3,-,4,10,12,18,5,7,21,35,60%
Oscar Lewicki 6,"97'09""",,-,-,1,,3,6,1,3,1,1,3,-,-,1,1,16,20,2,8,19,29,66%
Enoch Kofi Adu 8,"97'09""",,-,2,2,4,,1,-,1,-,4,1,-,1,1,2,12,15,3,5,16,22,73%
Markus Rosenberg 9,"97'09""",,-,-,-,-,-,,1,1,1,1,3,-,-,1,2,5,11,1,5,7,18,39%
Rasmus Bengtsson 17,"97'09""",,2,3,-,1,2,-,,-,-,1,1,-,1,0,1,8,9,3,3,11,13,85%
Vladimir Rodi? 20,"82'14""",,-,-,7,4,-,4,-,,-,-,4,-,-,0,1,9,11,10,13,19,25,76%
Kári Árnason 21,"97'09""",,1,-,3,3,-,-,1,-,,-,-,-,-,1,2,4,6,3,4,8,12,67%
Jo Inge Berget 23,"97'09""",,-,5,-,1,3,1,-,1,-,,4,1,-,1,2,11,15,4,10,16,27,59%
Nikola Djurdji? 28,"91'41""",,-,1,4,5,2,3,1,3,1,6,,-,-,0,1,14,15,12,14,26,30,87%
Erdal Rakip 5,"14'55""",,-,-,2,-,-,-,-,-,-,1,1,,1,0,0,2,2,3,3,5,5,100%
Agon Mehmeti 11,"5'28""",,-,-,-,-,-,-,-,-,-,-,-,1,,0,0,0,0,1,1,1,1,100%
Total passes received:,,,5,11,21,20,12,21,6,19,3,26,21,5,3,20,46,102,134,51,78,173,258,67%
