Kevin Trapp 16,"94'47""",,,4,2,-,2,1,-,5,2,-,9,-,-,6,6,17,17,2,2,25,25,100%
Thiago Silva 2,"94'47""",,4,,25,-,2,4,1,2,17,13,14,2,3,9,11,64,68,14,14,87,93,94%
Thiago Motta 8,"94'47""",,-,20,,7,10,7,16,14,5,20,12,2,1,9,11,79,82,26,26,114,119,96%
Edinson Cavani 9,"94'47""",,1,1,4,,6,4,7,4,6,4,3,-,-,6,7,17,20,17,17,40,44,91%
Zlatan Ibrahimovi? 10,"94'47""",,-,1,5,3,,7,8,6,5,5,1,1,-,3,5,20,28,19,22,42,55,76%
"Ángel Di María 11","94'47""",,-,2,4,4,5,,4,8,2,-,3,2,-,7,8,18,20,9,15,34,43,79%
Blaise Matuidi 14,"94'47""",,-,2,12,10,8,3,,11,-,2,3,-,-,0,1,29,36,22,25,51,62,82%
Maxwell 17,"94'47""",,1,2,23,12,2,7,15,,-,3,15,-,-,1,2,53,54,26,26,80,82,98%
Serge Aurier 19,"78'25""",,2,13,5,4,4,10,1,-,,8,-,-,-,3,4,28,30,16,17,47,51,92%
Adrien Rabiot 25,"78'17""",,-,8,14,2,7,1,3,7,9,,4,-,-,5,7,29,32,21,21,55,60,92%
David Luiz 32,"94'47""",,5,18,9,4,5,2,5,18,1,1,,-,1,14,16,48,52,7,7,69,75,92%
Lucas 7,"16'30""",,-,-,-,-,1,1,-,-,-,-,-,,1,0,0,0,0,3,3,3,3,100%
regory van der Wiel 23,"16'22""",,-,4,1,-,-,-,-,-,-,-,3,3,,2,2,5,6,4,4,11,12,92%
Total passes received:,,,13,75,104,46,52,47,60,75,47,56,67,10,6,65,80,407,445,186,199,658,724,91%
